var name, type , #
LayoutFrame>>minExtentFrom:>>temp>>heightProp,SmallInteger,353
Paragraph>>characterBlockAtPoint:>>temp>>line,TextLine,4
EmbossedStringMorph>>adoptPaneColor:>>arg>>paneColor,Color,20
TextMorph>>editor,SmalltalkEditor,14,UndefinedObject,6085,TextEditor,6092
TextMorphForEditView>>acceptOnFocusChange:>>arg>>anObject,True,7
TableLayout>>placeCells:in:horizontal:target:>>temp>>inset,SmallInteger,19
MenuMorph>>addToggle:target:selector:>>arg>>aString,ByteString,2
ProgressBarMorph>>start,SmallInteger,1
LayoutFrame>>transform:>>temp>>bottom,SmallInteger,3011
MenuItemMorph>>icon:>>arg>>aForm,Form,4
TextLine>>internalSpaces:paddingWidth:>>arg>>padWidthInteger,SmallInteger,32436
AlphaImageMorph>>drawOn:>>5>>arg>>c,FormCanvas,87
LayoutFrame>>leftFraction:>>arg>>aNumber,Fraction,6,SmallInteger,622,BoxedFloat64,96
TableLayout>>minExtentHorizontal:>>1>>temp>>sizeY,SmallInteger,8621,BoxedFloat64,2600
TransformMorph>>drawSubmorphsOn:>>arg>>aCanvas,FormCanvas,248
TextLine>>baseline,SmallInteger,32436
ProportionalLayout>>minExtentOf:in:>>temp>>min,Point,625
Paragraph>>displaySelectionBarOn:>>arg>>aCanvas,FormCanvas,9
TableLayout>>layoutTopToBottom:in:>>temp>>centering,ByteSymbol,185
TransformMorph>>invalidRect:from:>>arg>>damageRect,Rectangle,214950
TableLayout>>computeCellArrangement:in:horizontal:target:>>23>>arg>>c,LayoutCell,224
AlphaImageMorph>>extent:>>arg>>aPoint,Point,18
ToggleMenuItemMorph>>select:>>arg>>evt,MouseButtonEvent,1,MouseMoveEvent,1
StringMorph>>contents:>>arg>>newContents,ByteString,29863,ByteSymbol,936,Text,1368
TextComposer>>maxRightX,SmallInteger,20468,BoxedFloat64,29096
MorphicEventHandler>>notifyMorphsOfEvent:ofType:from:>>arg>>anEvent,MouseButtonEvent,4,MouseMoveEvent,32,MouseEvent,1
MenuItemMorph>>mouseUp:>>arg>>evt,MouseButtonEvent,1
TextLine>>lineHeight:baseline:>>arg>>height,SmallInteger,32436
TableLayout>>layoutLeftToRight:in:>>1>>arg>>m,SimpleButtonMorph,546,PlainGroupboxMorph,21,DropListMorph,180,MorphDropListMorph,24,DockingBarToggleMenuItemMorph,16,CheckboxButtonMorph,2024,AlphaImageMorph,980,Morph,37600,PluggableMorphListMorph,30,GLMPluggableButtonMorph,316,FuzzyLabelMorph,46,SVColorSelectorMorph,36,LabelMorph,6739,PluggableSliderMorph,36,EmbeddedMenuMorph,10,TabGroupMorph,21,ColorPresenterMorph,18,PluggableButtonMorph,818,GroupboxMorph,125,EditableDropListMorph,24,CheckboxMorph,18,SeparatorMorph,130,IconicButton,78,PanelMorph,1237,ImageMorph,886,HColorSelectorMorph,27,MultistateButtonMorph,62,ControlButtonMorph,110,GLMTabSelectorBrick,150,TreeListMorph,27,ProgressBarMorph,9,PluggableListMorph,27,PluggableTextFieldMorph,194,HSVColorSelectorMorph,9,AColorSelectorMorph,33,StringMorph,57192,EmbossedStringMorph,6,ColorChooserMorph,66,TabLabelMorph,14,TextMorph,104
JobProgressMorph>>job,Job,1
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>output,WriteStream,20,Array,20
Paragraph>>displaySelectionBarOn:>>temp>>line,TextLine,1
MorphicEventHandler>>notifyMorphsOfEvent:ofType:from:>>arg>>sourceMorph,ScrollBar,8,PluggableButtonMorph,12,GLMSystemWindow,9,BorderedMorph,8
TableLayout>>minExtentHorizontal:>>temp>>size,Point,26383
TextMorphForEditView>>editView,PluggableTextFieldMorph,3026,PluggableTextMorph,4
AlphaImageMorph>>enabled:>>arg>>anObject,True,422,False,36
RowLayout>>minExtentOf:in:>>arg>>newBounds,Rectangle,55677
TableLayout>>layoutLeftToRight:in:>>temp>>vFill,True,453,False,37336
MenuItemMorph>>themeChanged>>1>>arg>>m,MenuMorph,1
LayoutFrame>>leftFraction,Fraction,6,SmallInteger,1474,BoxedFloat64,96
TableLayout>>placeCells:in:horizontal:target:>>temp>>corner,Point,239
TextMorphForEditView>>acceptOnFocusChange,True,7,False,3035
MenuMorph>>selectedItem,UndefinedObject,7,ToggleMenuItemMorph,2
MouseClickState>>client:click:dblClick:dblClickTime:dblClickTimeout:drag:threshold:event:>>arg>>aClickSelector,ByteSymbol,9
Paragraph>>displayOn:using:at:>>arg>>displayScanner,BitBltDisplayScanner,807
TextComposer>>composeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argWantsColumnBreaks,False,8
MouseClickState>>handleEvent:from:>>temp>>isDrag,True,5,False,261
Paragraph>>showCaret:>>arg>>aBool,True,21,False,23
ToggleMenuItemMorph>>drawKeyTextOn:>>arg>>aCanvas,FormCanvas,62
ToggleMenuItemMorph>>drawText:on:in:>>arg>>aStringOrText,ByteSymbol,62
StringMorph>>font:emphasis:>>arg>>aFont,UndefinedObject,7,LogicalFont,4290
TextComposer>>composeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argContainer,Rectangle,8
LayoutFrame>>rightOffset,SmallInteger,1152,BoxedFloat64,6
LayoutFrame>>bottomFraction:>>arg>>aNumber,Fraction,2,SmallInteger,541
SystemProgressMorph>>addItemShowing:>>arg>>aJob,Job,1
MorphEventSubscription>>selector,ByteSymbol,377407
MorphEventSubscription>>recipient,SystemWindow,52,GrowlMorph,2,DropListMorph,15,MorphDropListMorph,6,RubScrollBar,520,AlertDialogWindow,4,TextEntryDialogWindow,6,SpecWindow,6,QuestionWithoutCancelDialogWindow,4,MorphicButtonAdapter,4,MessageDialogWindow,4,ScrollBar,370580,PluggableSliderMorph,36,ChooseDropListDialogWindow,4,TabSelectorMorph,2,ColorSelectorDialogWindow,4,QuestionDialogWindow,4,ErrorDialogWindow,4,FreeTypeFontSelectorDialogWindow,4,StandardWindow,28,FileDialogWindow,8,EditableDropListMorph,3,CheckboxMorph,5035,GeneralScrollBar,800,NautilusWindow,20,GLMSystemWindow,43,PluggableDialogWindow,16,HColorSelectorMorph,48,ExpanderTitleMorph,2,DenyDialogWindow,4,JobProgressMorph,1,TreeListMorph,3,TabMorph,9,AColorSelectorMorph,57,BlockClosure,62,ProceedDialogWindow,4,LockableTabMorph,3
AlphaImageMorph>>image:>>arg>>anImage,Form,272
LayoutCell>>nextCell:>>arg>>aCell,LayoutCell,18376
TableLayout>>minExtentVertical:>>temp>>maxY,SmallInteger,2255
MorphicEventHandler>>on:send:to:>>arg>>selector,ByteSymbol,377189
TableLayout>>placeCells:in:horizontal:target:>>arg>>aMorph,TaskbarMorph,19
TextLine>>firstIndex:lastIndex:>>arg>>lastInteger,SmallInteger,32436
Paragraph>>selectionContainsPoint:>>1>>arg>>rect,Rectangle,1
Paragraph>>recomposeFrom:to:delta:>>arg>>start,SmallInteger,8
TextLine>>firstIndex:lastIndex:>>arg>>firstInteger,SmallInteger,32436
TextMorph>>contentsAsIs:>>arg>>stringOrText,ByteString,365,Text,1200
Paragraph>>recomposeFrom:to:delta:>>temp>>newLines,OrderedCollection,8
TextMorph>>newContents:>>arg>>stringOrText,ByteString,6479,Text,1225,ByteSymbol,1
TableLayout>>computeCellSizes:in:horizontal:>>temp>>maxCell,Point,264
TextComposer>>composeEachRectangleIn:>>1>>arg>>i,SmallInteger,58170
SimpleBorder>>drawLineFrom:to:on:>>arg>>aCanvas,FormCanvas,18
TableLayout>>layout:in:>>temp>>cells,Association,20
Paragraph>>refreshExtraSelection,True,36,False,1
SimpleBorder>>drawLineFrom:to:on:>>arg>>stopPoint,Point,18
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>n,SmallInteger,264
TextLine>>left,SmallInteger,61499,BoxedFloat64,8229
TableLayout>>layoutLeftToRight:in:>>temp>>first,UndefinedObject,37336,LayoutCell,37336
Paragraph>>displaySelectionInLine:on:>>arg>>aCanvas,FormCanvas,1139
TransformMorph>>fullBounds>>2>>arg>>m,LazyMorphListMorph,31,MulticolumnLazyListMorph,3,LazyListMorph,48,IndentingListItemMorph,2524,TextMorphForFieldView,16149,TextMorphForEditView,20
TextMorph>>font:>>temp>>newTextStyle,TextStyle,3391
Paragraph>>lineIndexForCharacter:>>arg>>index,SmallInteger,6234
TextComposer>>theText,Text,20479
MorphicEventHandler>>mouseMove:fromMorph:>>arg>>event,MouseMoveEvent,1
TextLine>>rectangle:>>arg>>lineRectangle,Rectangle,32436
Paragraph>>displaySelectionInLine:on:>>arg>>line,TextLine,1139
MenuItemMorph>>invokeWithEvent:>>arg>>evt,MouseButtonEvent,1
RowLayout>>layout:in:>>17>>temp>>cell,Rectangle,25390
TableLayoutProperties>>cellInset:>>arg>>aNumber,SmallInteger,3752,Point,43267
EmbossedStringMorph>>trackPaneColor,True,2,False,1
MorphicEventHandler>>on:send:to:withValue:>>arg>>value,PluggableButtonMorph,218
TableLayoutProperties>>cellPositioning,ByteSymbol,118100
TableLayout>>layoutLeftToRight:in:>>temp>>cell,UndefinedObject,37336,LayoutCell,108222
TextMorphForEditView>>autoAccept,True,2,False,6065
TextMorphForEditView>>autoAccept:>>arg>>anObject,True,2,False,3030
TextMorph>>basicKeyStroke:>>arg>>evt,KeyboardEvent,8
SystemProgressMorph>>show:>>arg>>aJob,Job,1
TableLayout>>layout:in:>>temp>>horizontal,True,20
TextMorph>>privateMoveBy:>>arg>>delta,Point,1746
ToggleMenuItemMorph>>basicDrawOn:>>temp>>stringColor,Color,62
StringMorph>>privateSetContents:>>arg>>newContents,ByteString,29863,ByteSymbol,936,Text,1368
ProgressBarMorph>>value:>>temp>>testWidth,SmallInteger,27
ProgressBarMorph>>end,SmallInteger,1
MenuMorph>>adoptPaneColor:>>arg>>paneColor,Color,5
MorphicEventHandler>>mouseLeave:fromMorph:>>arg>>event,MouseButtonEvent,2,MouseMoveEvent,15,MouseEvent,1
TableLayout>>properties,TableLayoutProperties,50225
ProportionalLayout>>layout:in:>>1>>arg>>m,TabManagerMorph,2,LazyMorphTreeMorph,8,TopLeftGripMorph,202,TabBarMorph,4,MorphTreeMorph,15,PluggableToggleButtonMorph,7,GLMFoundationBrick,11,WindowEdgeGripMorph,808,Morph,64,PluggableMultiColumnListMorph,4,ProportionalSplitterMorph,168,PluggableTextMorph,4,BottomLeftGripMorph,202,BottomRightGripMorph,202,AlignmentMorph,232,PanelMorph,519,AlphaImageMorph,32,FTTableMorph,77,TabMorph,16,ToolDockingBarMorph,4,MultistateButtonMorph,7,TabLabelItem,32,PluggableButtonMorph,55,PluggableListMorph,2,LazyTabGroupMorph,97,TopRightGripMorph,202,GLMPaginatedResizableMorphTreeMorph,32,LockableTabMorph,3
Paragraph>>replaceFrom:to:with:>>arg>>aText,Text,8
StringMorphAttributeScanner>>textColor:>>arg>>anObject,Color,776
TextMorph>>handleInteraction:>>temp>>oldText,Text,11
MorphEventSubscription>>event:>>arg>>anEvent,ByteSymbol,377407
TextLine>>leftMarginForAlignment:>>arg>>alignmentCode,SmallInteger,7280
TableLayout>>layoutLeftToRight:in:>>temp>>amount,SmallInteger,1274
StringMorph>>fitContents>>temp>>newBounds,Point,61832
Paragraph>>click:for:controller:>>arg>>editor,TextEditor,1
ProgressBarMorph>>value:>>arg>>aNumber,Fraction,26,SmallInteger,1
Paragraph>>click:for:controller:>>temp>>clickPoint,Point,1
TransformMorph>>drawSubmorphsOn:>>1>>arg>>myCanvas,FormCanvas,248
MorphicEventHandler>>addSubscription:toEvent:>>arg>>aSubscription,MorphEventSubscription,377407
TextMorph>>contents:wrappedTo:>>arg>>width,SmallInteger,3030
Paragraph>>displayExtraSelectionOn:>>temp>>visibleRectangle,Rectangle,9
MenuItemMorph>>subMenu,MenuMorph,1,UndefinedObject,177
Paragraph>>buildSelectionBlocksFrom:to:>>temp>>stopIdx,SmallInteger,1
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>sum,SmallInteger,284
StringMorph>>font:emphasis:>>arg>>emphasisCode,SmallInteger,4242,UndefinedObject,55
TextComposer>>actualHeight,SmallInteger,58159,BoxedFloat64,11
TextComposer>>composeEachRectangleIn:>>arg>>rectangles,Array,29085
Paragraph>>fastFindFirstLineSuchThat:>>temp>>low,SmallInteger,15099
MenuItemMorph>>contents:>>arg>>aString,ByteString,4,Text,168
TextLine>>leftMargin:>>arg>>lm,SmallInteger,29074,BoxedFloat64,11
TextMorph>>handleKeystroke:>>arg>>anEvent,KeyboardEvent,8
TableLayout>>computeCellSizes:in:horizontal:>>arg>>aMorph,TaskbarMorph,20
Paragraph>>compose:style:from:in:>>arg>>textContainer,Rectangle,20471
LayoutCell>>target,MorphTreeMorph,27,SimpleButtonMorph,273,PlainGroupboxMorph,76,DropListMorph,69,MorphDropListMorph,8,DockingBarToggleMenuItemMorph,8,AlignmentMorph,1911,CheckboxButtonMorph,1012,AlphaImageMorph,512,Morph,19107,RubScrolledTextMorph,15,PluggableMorphListMorph,10,GLMPluggableButtonMorph,158,FuzzyLabelMorph,23,SVColorSelectorMorph,12,LabelMorph,2921,IconicListItem,26,PluggableSliderMorph,12,EmbeddedMenuMorph,5,TabGroupMorph,7,ToolDockingBarMorph,30,PluggableTextMorph,13,TabSelectorMorph,8,PaginatedMorphTreeMorph,14,ColorPresenterMorph,6,PluggableButtonMorph,737,GroupboxMorph,92,EditableDropListMorph,8,HSVAColorSelectorMorph,12,PluggableIconListMorph,19,JobProgressBarMorph,3,CheckboxMorph,21,IconicButton,39,PanelMorph,1694,HColorSelectorMorph,12,ImageMorph,449,MultistateButtonMorph,31,SeparatorMorph,65,ControlButtonMorph,55,ExpanderTitleMorph,44,GLMTabSelectorBrick,50,JobProgressMorph,2,TreeListMorph,26,ProgressBarMorph,3,PluggableListMorph,24,PluggableTextFieldMorph,90,HSVColorSelectorMorph,10,AColorSelectorMorph,18,StringMorph,28597,ToggleMenuItemMorph,168,GeneralScrollPane,5,EmbossedStringMorph,3,ExpanderMorph,46,ColorChooserMorph,22,TextMorph,130,TabLabelMorph,7
LayoutFrame>>topLeftOffset:>>arg>>aPoint,Point,298
StringMorph>>rowMorphForNode:inColumn:>>arg>>aColumn,MorphTreeColumn,25131
TextMorph>>contents:>>arg>>stringOrText,ByteString,365
LayoutCell>>extraSpace,SmallInteger,4524,Point,224
JobProgressMorph>>changed>>temp>>isTimeForRefresh,True,7
TableLayout>>layoutLeftToRight:in:>>temp>>minX,SmallInteger,37336
EmbeddedMenuMorph>>selectItem:event:>>1>>arg>>m,EmbeddedMenuMorph,6
LayoutFrame>>transform:>>temp>>right,SmallInteger,3011
Paragraph>>fastFindFirstLineSuchThat:>>temp>>index,SmallInteger,16022
ToggleMenuItemMorph>>drawText:on:in:>>arg>>aCanvas,FormCanvas,62
LayoutFrame>>topOffset,SmallInteger,1591,BoxedFloat64,55
TableLayout>>layoutTopToBottom:in:>>temp>>extent,Point,3089
ImageMorph>>borderWidth:>>arg>>bw,SmallInteger,5
Paragraph>>multiComposeLinesFrom:to:delta:into:priorLines:atY:>>arg>>stop,SmallInteger,20471
TableLayoutProperties>>layoutInset:>>arg>>aNumber,Margin,85,SmallInteger,3001,Point,38068
ProgressBarMorph>>privateMoveBy:>>arg>>delta,Point,3
LayoutCell>>do:>>arg>>aBlock,BlockClosure,224
TextMorphForEditView>>mouseDown:>>arg>>event,MouseButtonEvent,1
MouseClickState>>handleEvent:from:>>temp>>localEvt,MouseButtonEvent,11,MouseMoveEvent,255
Paragraph>>textOwner:>>arg>>ignored,GroupboxMorph,12,UndefinedObject,2231,TransformMorph,18193,DropListMorph,9,PanelMorph,10
RowLayout>>layout:in:>>temp>>spare,SmallInteger,27428,BoxedFloat64,10376
MouseClickState>>firstClickDown,MouseButtonEvent,9
Paragraph>>multiComposeLinesFrom:to:delta:into:priorLines:atY:>>arg>>lineColl,OrderedCollection,20471
TextMorph>>font:>>arg>>aFont,LogicalFont,3391
Paragraph>>displayOn:using:at:>>arg>>aCanvas,FormCanvas,807
TextMorph>>fit>>temp>>newExtent,Point,70461
LayoutFrame>>leftOffset,SmallInteger,1520,BoxedFloat64,6
MenuMorph>>defaultTarget,StandardWindow,1,UndefinedObject,6,IdentifierChooserMorph,5
ToggleMenuItemMorph>>drawText:on:in:>>arg>>aRectangle,Rectangle,62
TransformMorph>>containsPoint:>>2>>temp>>localPoint,Point,40
StringMorphAttributeScanner>>textColor,Color,2144
MenuItemMorph>>handlesMouseDown:>>arg>>evt,MouseButtonEvent,1
AlignmentMorph>>openInWindowLabeled:inWorld:>>arg>>aWorld,WorldMorph,10
LayoutFrame>>topOffset:>>arg>>anInteger,SmallInteger,441,BoxedFloat64,55
RowLayout>>layout:in:>>17>>temp>>pos,ByteSymbol,21334
MenuItemMorph>>isSelected:>>arg>>aBoolean,True,2,False,4
TableLayout>>placeCells:in:horizontal:target:>>temp>>xDir,Point,19
ToggleMenuItemMorph>>getStateSelector,UndefinedObject,3
Paragraph>>buildSelectionBlocksFrom:to:>>temp>>viewedString,ByteString,1
AlphaImageMorph>>enabled,True,699,False,36
MorphicEventHandler>>on:send:to:>>arg>>eventName,ByteSymbol,377189
MenuItemMorph>>contents,ByteString,177
TransformMorph>>localVisibleSubmorphBounds>>temp>>subBounds,Rectangle,39670,UndefinedObject,37014
MenuMorph>>addToggle:target:selector:getStateSelector:enablementSelector:argumentList:>>temp>>item,ToggleMenuItemMorph,3
ImageMorph>>borderStyle:>>arg>>newStyle,SimpleBorder,1050,InsetBorder,1
MenuMorph>>color:>>arg>>aColor,Color,23
TextComposer>>currentY,SmallInteger,49542,BoxedFloat64,22
Paragraph>>wantsColumnBreaks:>>arg>>aBoolean,False,20455
MenuItemMorph>>minWidth>>temp>>markerWidth,SmallInteger,532
TextLine>>paddingWidth:>>arg>>padWidthInteger,BoxedFloat64,30498,SmallInteger,1621
TabPanelBorder>>tabSelector,GLMTabSelectorBrick,40,TabSelectorMorph,6
TextMorphForEditView>>refreshExtraSelection>>temp>>fullRefreshNeeded,True,108
Paragraph>>displaySelectionInLine:on:>>temp>>w,SmallInteger,87
MenuItemMorph>>minHeight>>temp>>iconHeight,SmallInteger,532
LayoutProperties>>disableLayout,True,4,False,172662
RowLayout>>layout:in:>>temp>>extra,SmallInteger,22557
Paragraph>>buildSelectionBlocksFrom:to:>>temp>>primary,Interval,1
RowLayout>>minExtentOf:in:>>arg>>aMorph,FTTableRowMorph,704,AlignmentMorph,244,EditableDropListMorph,26,DropListMorph,216,MorphDropListMorph,26,MorphTreeColumnButton,170,Morph,54291
MouseClickState>>handleEvent:from:>>arg>>aHand,HandMorph,266
TextMorph>>enabled:>>arg>>aBoolean,True,16
StringMorphAttributeScanner>>emphasis,SmallInteger,2736
RowLayout>>cachedMinExtents,Array,32606
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>maxExtent,Point,264
TableLayout>>layoutTopToBottom:in:>>temp>>maxX,SmallInteger,3033
Paragraph>>click:for:controller:>>temp>>action,False,1
Paragraph>>textStyle,TextStyle,23864
Paragraph>>multiComposeLinesFrom:to:delta:into:priorLines:atY:>>temp>>newResult,Array,20471
TableLayout>>layoutLeftToRight:in:>>arg>>newBounds,Rectangle,37336
AlphaImageMorph>>alpha,BoxedFloat64,277
MorphicEventHandler>>on:send:to:>>arg>>recipient,BlockClosure,62,MorphicButtonAdapter,4,CheckboxMorph,5035,AColorSelectorMorph,57,GrowlMorph,2,GLMSystemWindow,1,GeneralScrollBar,800,MorphDropListMorph,6,TabSelectorMorph,2,DropListMorph,15,PluggableSliderMorph,36,ExpanderTitleMorph,2,RubScrollBar,520,HColorSelectorMorph,48,TabMorph,9,EditableDropListMorph,3,JobProgressMorph,1,TreeListMorph,3,ScrollBar,370580,LockableTabMorph,3
LayoutFrame>>rightFraction,Fraction,6,SmallInteger,1389,BoxedFloat64,6
TextMorphForEditView>>doAutoAccept:>>arg>>evt,KeyboardEvent,16
StringMorphAttributeScanner>>actualFont,LogicalFont,2736
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argLinesCollection,OrderedCollection,20471
TableLayout>>layoutTopToBottom:in:>>temp>>extra,SmallInteger,8746,BoxedFloat64,6646
JobProgressMorph>>progress:>>arg>>aNormalizedNumber,Fraction,33,SmallInteger,3
MenuMorph>>deleteIfPopUp:>>arg>>evt,MouseButtonEvent,1
TextMorphForEditView>>mouseUp:>>arg>>event,MouseButtonEvent,1
TextMorph>>wrapFlag,True,7935,False,4591
MenuItemMorph>>deselect:>>arg>>evt,MouseButtonEvent,3
ProgressBarMorph>>width,SmallInteger,1
ProgressBarMorph>>privateMoveBy:>>temp>>fill,Color,3
MouseClickState>>client:click:dblClick:dblClickTime:dblClickTimeout:drag:threshold:event:>>arg>>aNumber,SmallInteger,9
ProgressBarMorph>>extent:>>arg>>aPoint,Point,4
LayoutProperties>>vResizing:>>arg>>aSymbol,ByteSymbol,174614
ProgressBarMorph>>barFillStyle:>>arg>>aFillStyle,Color,1
LayoutFrame>>bottomFraction,Fraction,4,SmallInteger,1391
TableLayout>>layout:in:>>temp>>newBounds,Rectangle,40389
Paragraph>>textStyle:>>arg>>aTextStyle,TextStyle,3393
LayoutFrame>>transform:>>temp>>top,SmallInteger,3011
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>cell,LayoutCell,244
TextLine>>moveBy:>>arg>>delta,Point,8207
LayoutCell>>cellSize,SmallInteger,41313,BoxedFloat64,17188,Point,264
LayoutCell>>hSpaceFill:>>arg>>aBool,True,1767,False,52608
TableLayout>>computeCellArrangement:in:horizontal:target:>>arg>>newBounds,Rectangle,20
RowLayout>>layout:in:>>17>>arg>>ext,Point,33355
TableLayout>>minExtentVertical:>>1>>temp>>sizeX,SmallInteger,1384,BoxedFloat64,1822
TextMorph>>handlesMouseOver:>>arg>>evt,MouseMoveEvent,1
TextMorph>>defaultColor,Color,2
LayoutFrame>>minExtentFrom:>>temp>>width,SmallInteger,489,BoxedFloat64,217
ToggleMenuItemMorph>>mouseEnter:>>arg>>evt,MouseMoveEvent,1
AlphaImageMorph>>scaledImage>>temp>>i,ColorForm,1,Form,22
Paragraph>>fastFindFirstLineSuchThat:>>arg>>lineBlock,BlockClosure,7854
SystemProgressMorph>>close:>>arg>>aSystemProgressItemMorph,JobProgressMorph,2
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argStartY,SmallInteger,20460,BoxedFloat64,11
AlphaImageMorph>>image:size:>>arg>>aForm,ColorForm,1,Form,272
Paragraph>>buildSelectionBlocksFrom:to:>>temp>>startIdx,SmallInteger,1
TextMorph>>text:textStyle:>>arg>>s,TextStyle,2
Paragraph>>buildSelectionBlocksFrom:to:>>temp>>findReplaceIntervals,Array,1
TextComposer>>scanner,CompositionScanner,20479
Paragraph>>composeLinesFrom:to:delta:into:priorLines:atY:>>arg>>start,SmallInteger,8
LayoutFrame>>leftFraction:offset:>>arg>>anInteger,SmallInteger,9
TextMorph>>onBlinkCursor>>temp>>para,Paragraph,40
TableLayout>>layoutLeftToRight:in:>>temp>>centering,ByteSymbol,6814
TextMorph>>margins,Rectangle,7634,Margin,1
MenuMorph>>addToggle:target:selector:getStateSelector:argumentList:>>arg>>aSymbol,ByteSymbol,2
MouseClickState>>handleEvent:from:>>arg>>evt,MouseButtonEvent,11,MouseMoveEvent,255
Paragraph>>recomposeFrom:to:delta:>>arg>>delta,SmallInteger,8
MorphicModel>>model:>>arg>>anObject,MorphTreeMorph,12,RubTextScrollPane,6,ClassTreeExample,2,SimplestPaginatedClassListExample,1,DropListMorph,5,MorphDropListMorph,2,ValueHolder,13,GLMTreeMorphModel,4,SimplestClassListWithPagerExample,1,WindowModel,1,TextEntryDialogWindow,2,SimplestClassListExample,1,AlphaImageMorph,3,MorphTreeChunkPager,2,PluggableMorphListMorph,8,FuzzyLabelMorph,2,MorphicListAdapter,2,SimplestClassListWithChunkExample,1,MorphTreePager,10,MorphicMultiColumnListAdapter,1,PluggableMultiColumnListMorph,2,PluggableTextMorph,8,ChooseDropListDialogWindow,1,ExampleRadioButtonModel,4,ListModel,9,ColorSelectorDialogWindow,8,FTTableMorph,2,SimpleGridExample,1,LazyMorphTreeMorph,2,PaginatedMorphTreeMorph,6,FreeTypeFontSelectorDialogWindow,3,FileDialogWindow,6,EditableDropListMorph,2,HSVAColorSelectorMorph,2,PluggableIconListMorph,4,GLMPaginatedResizableMorphTreeMorph,8,TreeListMorph,6,SimpleGridNodeExample,4000,UndefinedObject,22,PluggableListMorph,24,PluggableTextFieldMorph,6052,PackageTreeExample,2,LazyClassListExample,2,HSVColorSelectorMorph,3,EmbossedStringMorph,2,GeneralScrollPane,10,ClassListExample,2,Array,1
Paragraph>>displayOn:using:at:>>temp>>leftInRun,SmallInteger,1857
MouseClickState>>client:click:dblClick:dblClickTime:dblClickTimeout:drag:threshold:event:>>arg>>aDragSelector,ByteSymbol,6,UndefinedObject,3
MorphEventSubscription>>recipient:>>arg>>anObject,SystemWindow,52,GrowlMorph,2,DropListMorph,15,MorphDropListMorph,6,RubScrollBar,520,AlertDialogWindow,4,TextEntryDialogWindow,6,SpecWindow,6,QuestionWithoutCancelDialogWindow,4,MorphicButtonAdapter,4,MessageDialogWindow,4,ScrollBar,370580,PluggableSliderMorph,36,ChooseDropListDialogWindow,4,TabSelectorMorph,2,ColorSelectorDialogWindow,4,QuestionDialogWindow,4,ErrorDialogWindow,4,FreeTypeFontSelectorDialogWindow,4,StandardWindow,28,FileDialogWindow,8,EditableDropListMorph,3,CheckboxMorph,5035,GeneralScrollBar,800,NautilusWindow,20,GLMSystemWindow,43,PluggableDialogWindow,16,HColorSelectorMorph,48,ExpanderTitleMorph,2,DenyDialogWindow,4,JobProgressMorph,1,TreeListMorph,3,TabMorph,9,AColorSelectorMorph,57,BlockClosure,62,ProceedDialogWindow,4,LockableTabMorph,3
TableLayout>>minExtentVertical:>>1>>arg>>m,ToggleMenuItemMorph,336,CheckboxMorph,30,AColorSelectorMorph,8,HSVAColorSelectorMorph,22,MorphTreeMorph,4,ImageMorph,12,PluggableMorphListMorph,22,Morph,82,PluggableTextMorph,30,MorphDropListMorph,22,PlainGroupboxMorph,20,DropListMorph,14,TabSelectorMorph,16,RubScrolledTextMorph,22,PluggableIconListMorph,26,ExpanderTitleMorph,88,PluggableTextFieldMorph,40,PaginatedMorphTreeMorph,6,PanelMorph,1868,AlignmentMorph,2908,HSVColorSelectorMorph,8,LabelMorph,272,AlphaImageMorph,46,ToolDockingBarMorph,68,JobProgressBarMorph,10,ExpanderMorph,92,TreeListMorph,26,GroupboxMorph,76,PluggableListMorph,28,PluggableButtonMorph,150,TextMorph,144,StringMorph,4
TableLayout>>placeCells:in:horizontal:target:>>temp>>place,Point,497
MenuMorph>>addToggle:target:selector:getStateSelector:argumentList:>>arg>>stateSymbol,UndefinedObject,2
TableLayoutProperties>>listDirection:>>arg>>aSymbol,ByteSymbol,48731
MouseClickState>>client:click:dblClick:dblClickTime:dblClickTimeout:drag:threshold:event:>>arg>>aDblClickSelector,ByteSymbol,9
Paragraph>>positionWhenComposed,Point,52444
EmbeddedMenuMorph>>selectItem:event:>>arg>>anEvent,MouseButtonEvent,2,MouseMoveEvent,1
StringMorph>>isEditable:>>arg>>evt,MouseButtonEvent,13
AlignmentMorph>>openInWindowLabeled:inWorld:>>arg>>aString,ByteString,10
TableLayoutProperties>>cellPositioning:>>arg>>aSymbol,ByteSymbol,45025
TableLayout>>layoutTopToBottom:in:>>temp>>size,Point,10456
TextComposer>>currCharIndex,SmallInteger,49564
DashedBorder>>dashLengths,Array,2
