var name, type , #
GLMRenderer>>render:>>arg>>aRenderable,GLMCompositePresentation,36,GLMDynamicPresentation,7,GTDebuggerInspector,4,GLMTabulator,6,GLMFastTablePresentation,2,GLMPharoMethodPresentation,3,GTDebuggerVariablesBrowser,4,GTObjectVariablesBrowser,1,GTInspector,1,GLMPharoScriptPresentation,4,GTGenericStackDebugger,1,GLMTablePresentation,5,GLMPager,5,GLMPane,17
GLMPresentation>>act:icon:entitled:>>arg>>aString,ByteString,9
GLMTransmission>>transformation,BlockClosure,30,ByteSymbol,3
GLMPortEvent>>initializeOn:previouslyValued:in:>>arg>>aTransmissionContext,GLMTransmissionContext,475
GLMPanePort>>value:in:>>arg>>anObject,GLMFastTablePresentation,3,UndefinedObject,125,Context,56,DebugSession,6,Association,6,DynamicTypesRecorderWithMessageNodes class,9,Interval,125,GTGenericStackDebugger,5,GLMMultiValue,5,OrderedCollection,1,Text,130,Array,4
GLMLoggedObject>>announce:>>arg>>anAnnouncement,GLMPresentationUpdated,4,GLMBrowserClosed,1,GLMPaneReplaced,2,GLMTextEditorRequest,5,GLMDataSourceUpdated,2,GLMPresentationsChanged,161,GLMContextChanged,1360,GLMHighlightAndEvaluate,4,GLMPresentationToolbarUpdated,10,GTGenericStackDebuggerSelectionChanged,4,DebugActionAboutToExecute,3,GLMTransmissionTriggered,52,GLMMatchingPresentationsChanged,52,GLMPaneAdded,8,GLMBrowserClosing,29,DebugActionExecuted,2,GTDebuggerBrowserUpdateRequest,2
GLMBrowser>>postCopy>>temp>>newPane,GLMPane,4
GLMTransmission>>to:port:>>arg>>aPortSymbol,ByteSymbol,22
GLMTransmission>>fromOutsidePort:>>arg>>aPortSymbol,ByteSymbol,12
GLMBoundPort>>=>>arg>>anObject,GLMPanePort,1059,GLMPresentationBoundPort,17
GLMPresentStrategy>>presentations>>temp>>presentations,GLMCompositePresentation,44
GLMAction>>category,ByteString,44,UndefinedObject,152
GLMAction>>shortcut:>>arg>>aCharacter,Character,200,UndefinedObject,63
GLMUpdateAction>>transformation:>>arg>>anObject,ByteSymbol,2
GLMExplicitBrowser>>addNewPaneNamed:>>arg>>aString,ByteSymbol,154
GLMTransmission>>changePortsAccordingToPaneMapping:fromOldBrowser:toNewBrowser:>>arg>>aBrowser,UndefinedObject,12
GLMPanePort>>printOn:>>arg>>aStream,LimitedWriteStream,6
GLMAction>>title,ByteString,347
GLMAction>>iconName:>>arg>>aSymbol,ByteSymbol,28
GLMUpdateAction>>transformation,ByteSymbol,2
GLMBrowser>>addPane:>>arg>>aPane,GLMPane,161
GLMPresentation>>implicitNotNil,True,106
GLMPane>>presentations,GTGenericStackDebugger,2,GTSimpleMethodsBrowser,4,GTDebuggerInspector,4,GTObjectVariablesBrowser,7,GLMCompositePresentation,667,GTInspector,2,GTDebuggerVariablesBrowser,4
GLMTransmissionContext>>ports,OrderedCollection,475,UndefinedObject,16
GLMNoBrowser>>innerPortEvent:>>arg>>aPortEvent,GLMPortEvent,114
GLMExplicitBrowser>>innerPortEvent:>>2>>arg>>each,GLMTransmission,656
GLMBrowser>>outerPortEvent:>>arg>>aPortEvent,GLMPortEvent,201
GLMBrowser>>resolveOriginPort:>>arg>>aPortReference,GLMPortIdentifier,153,ByteSymbol,65
GLMPresentation>>act:icon:on:entitled:>>arg>>aBlock,BlockClosure,2
GLMPresentation>>send:>>arg>>aBlock,ByteSymbol,3
GLMCompositePresentation>>openWith:>>arg>>aRenderer,GLMMorphicRenderer,2
GLMPresentation>>allActions>>1>>arg>>each,GLMGenericAction,159
GLMCompositePresentation>>renderGlamorouslyOn:>>arg>>aRenderer,GLMMorphicRenderer,47
GLMPresentation>>withAllPresentations>>1>>arg>>each,GLMCompositePresentation,8,GLMDynamicPresentation,1,GLMListPresentation,7,GLMTabulator,2,GLMRubricTextPresentation,1,GTObjectVariablesBrowser,1,GTInspector,1,GLMPharoScriptPresentation,2,GLMTablePresentation,2,GTSimpleMethodsBrowser,1,GLMPager,1,GLMPane,6
GLMAction>>separatorBefore:>>arg>>aBoolean,True,7
GLMPane>>browser:>>arg>>aBrowser,GLMWrapper,7,GLMTabulator,140,GLMDashboard,16,GLMStacker,2
GLMAction>>category:>>arg>>aString,ByteString,44,UndefinedObject,152
GLMAction>>title:>>arg>>anObject,ByteString,347
GLMPanePort>>pane,GLMPane,404
GLMPanePort>>value:in:>>arg>>aContext,GLMTransmissionContext,475
GLMPane>>postCopy>>1>>arg>>each,GLMPanePort,8
GLMCompositePresentation>>presentations,OrderedCollection,738,UndefinedObject,44
GLMPane>>name,ByteString,108,ByteSymbol,170
GLMPane>>resetAnnouncer>>1>>arg>>each,GLMTablePresentation,16
GLMPanePort>>changeValueTo:in:>>temp>>oldValue,GLMFastTablePresentation,2,UndefinedObject,199,Context,18,DebugSession,1,Association,2,DynamicTypesRecorderWithMessageNodes class,1,Interval,122,GTGenericStackDebugger,3,GLMMultiValue,1,Text,122,Array,4
GLMBrowser>>resetAnnouncer>>1>>arg>>each,GLMPane,12
GLMCompositeArrangement>>composite:>>arg>>anObject,GTGenericStackDebugger,1,GTDebuggerInspector,4,GTObjectVariablesBrowser,1,GLMCompositePresentation,36,GTInspector,1,GTDebuggerVariablesBrowser,4
GLMBrowser>>transmissions,OrderedCollection,111
GLMTransmission>>transmissionStrategy:>>arg>>anObject,GLMPresentIfNoneStrategy,1,GLMReplacePresentationsStrategy,192
GLMPanePort>>value,GLMFastTablePresentation,3,UndefinedObject,126,Context,56,DebugSession,6,Association,6,DynamicTypesRecorderWithMessageNodes class,9,Interval,125,GTGenericStackDebugger,5,GLMMultiValue,5,OrderedCollection,1,Text,130,Array,4
GLMPresentation>>act:entitled:>>arg>>aString,ByteString,3
GLMBrowser>>watcherPane,GLMPane,9,UndefinedObject,111
GLMPresentation>>morphicSelectionAct:icon:on:entitled:>>arg>>anIcon,Form,34
GLMPresentation>>spawn:entitled:>>arg>>aString,ByteString,1
GLMAction>>keymap:>>arg>>aKeymap,KMModifiedKeyCombination,21
GLMUpdateAction>>announcement:>>arg>>anObject,GLMItemAdded class,1,GLMItemRemoved class,1
GLMPortEvent>>transmissionContext,GLMTransmissionContext,475
GLMTransmission>>andShowIfNone:>>arg>>aBlock,BlockClosure,1
GLMTransmission>>destination:>>arg>>aPort,GLMPresentationBoundPort,843,GLMPanePort,202
GLMPresentation>>display:>>arg>>aBlock,BlockClosure,55
