var name, type , #
HandMorph>>showTemporaryCursor:hotSpotOffset:>>arg>>cursorOrNil,UndefinedObject,11,CursorWithMask,4
WindowEvent>>rectangle,Rectangle,1
HandMorph>>mouseTrailFrom:>>temp>>nextEvent,Array,611,UndefinedObject,541
Morph>>dragEnabled:>>arg>>aBool,False,2
Morph>>topRendererOrSelf>>temp>>top,DenyDialogWindow,1,ProceedDialogWindow,1,QuestionWithoutCancelDialogWindow,1,QuestionDialogWindow,6,ColorSelectorDialogWindow,1,MessageDialogWindow,1,FileDialogWindow,2,PluggableDialogWindow,37,ChooseDropListDialogWindow,1,AlertDialogWindow,1,SystemWindow,13,ErrorDialogWindow,1,MorphTreeResizerMorph,6,StandardWindow,6,TextEntryDialogWindow,15,FreeTypeFontSelectorDialogWindow,1
Morph>>fillStyle:>>arg>>aFillStyle,SolidFillStyle,64619,GradientFillStyle,152,InfiniteForm,3,InterpolatedGradientFillStyle,4,ImageFillStyle,2071,Color,41091
Morph>>bounds:>>temp>>oldExtent,Point,336478
MorphExtension>>setProperty:toValue:>>arg>>abObject,TextMorphForFieldView,1,LazyMorphTreeMorph,2,IdentityDictionary,2,Point,63,MorphTreeMorph,4,TextEntryDialogWindow,1,False,25,PluggableToggleButtonMorph,3,SimpleBalloonMorph,1,RubEditingArea,1,Array,83,PluggableDialogWindow,1,BoxedFloat64,90,True,25360,ByteSymbol,1,SmallInteger,87,PluggableButtonMorph,26,WorldMorph,4,Color,130,BlockClosure,2
PasteUpMorph>>startSteppingSubmorphsOf:>>1>>arg>>m,DropListMorph,15,AlertDialogWindow,1,TextMorph,25,MorphTreePager,1,FreeTypeFontSelectorDialogWindow,1,EditableDropListMorph,3,TextMorphForFieldView,3023,ErrorDialogWindow,1,IconicButton,5,LazyMorphTreeNodeMorph,11987,TabBarMorph,1,HColorSelectorMorph,4,SeparatorMorph,5,ScrollBar,17,LazyMorphTreeMorph,1,HSVColorSelectorMorph,3,PluggableSliderMorph,4,PluggableDialogWindow,8,Morph,4304,JobProgressBarMorph,1,TransformMorph,3031,TransformWithLayoutMorph,5,GroupboxMorph,12,PluggableIconListMorph,2,ToolDockingBarMorph,1,JobProgressMorph,1,DenyDialogWindow,1,TextMorphForEditView,4,ProceedDialogWindow,1,IdentifierChooserMorph,5,PluggableMorphListMorph,2,GrowlMorph,6,QuestionWithoutCancelDialogWindow,1,ColorSelectorDialogWindow,1,StandardWindow,4,FuzzyLabelMorph,1,LazyMorphListMorph,4,ProgressBarMorph,1,QuestionDialogWindow,2,LazyListMorph,4,SystemProgressMorph,1,WindowEdgeGripMorph,100,ExpanderTitleMorph,2,DockingBarToggleMenuItemMorph,1,CheckboxMorph,1006,PluggableTextMorph,4,PaginatedMorphTreeMorph,3,PluggableListMorph,4,IndentingListItemMorph,207,FileDialogWindow,2,CheckboxButtonMorph,1006,MorphTreeResizerMorph,6,MultistateButtonMorph,68,PluggableTextFieldMorph,3016,IconicListItem,18,TabLabelMorph,1,MorphDropListMorph,6,ControlButtonMorph,12,MorphTreeChunkPager,1,MessageDialogWindow,1,TreeListMorph,3,StringMorph,24670,LabelMorph,1172,PanelMorph,147,MorphTreeTransformMorph,9,TabGroupMorph,1,TopLeftGripMorph,25,PluggableToggleButtonMorph,3,PluggableButtonMorph,72,AlphaImageMorph,26,ImageMorph,92,GeneralScrollBar,2,EmbeddedMenuMorph,5,ColorPresenterMorph,2,ToggleMenuItemMorph,168,MorphTreeNodeMorph,25644,GeneralScrollPane,5,SVColorSelectorMorph,4,TopRightGripMorph,25,PlainGroupboxMorph,12,TextEntryDialogWindow,2,BorderedMorph,84,ChooseDropListDialogWindow,1,ExpanderMorph,2,BottomLeftGripMorph,25,HSVAColorSelectorMorph,2,BottomRightGripMorph,25,SystemWindow,13,AlignmentMorph,132,EmbossedStringMorph,1,MorphTreeColumnButton,10,MorphTreeMorph,5,BracketMorph,18,TabManagerMorph,1,TabSelectorMorph,1,AColorSelectorMorph,5,ColorChooserMorph,1
MorphicEventDispatcher>>dispatchDropEvent:with:>>temp>>index,SmallInteger,97
WorldState>>addAlarm:withArguments:for:at:>>arg>>scheduledTime,SmallInteger,7
Morph>>navigateFocusForward>>1>>arg>>m,PluggableListMorph,1,PluggableButtonMorph,22,MorphTreeMorph,5,PluggableToggleButtonMorph,3,PluggableTextFieldMorph,5,LazyMorphTreeMorph,1,PaginatedMorphTreeMorph,3,DropListMorph,19,TreeListMorph,2
KeyboardEvent>>sentTo:>>arg>>anObject,TextMorphForFieldView,57,IdentifierChooserMorph,3,PluggableButtonMorph,30
WorldState>>drawWorld:submorphs:invalidAreasOn:>>temp>>rectList,OrderedCollection,170,Array,170
WorldMorph>>wantsDroppedMorph:event:>>arg>>aMorph,QuestionDialogWindow,2,PluggableDialogWindow,2,TextEntryDialogWindow,4
MouseOverHandler>>noticeMouseOver:event:>>arg>>aMorph,StandardWindow,6,StringMorph,5,TransformMorph,565,BorderedMorph,1,TextEntryDialogWindow,773,MorphTreeMorph,26,Morph,133,PlainGroupboxMorph,607,PluggableTextFieldMorph,566,AlignmentMorph,557,PanelMorph,1440,QuestionDialogWindow,63,PluggableDialogWindow,498,LabelMorph,512,MorphTreeTransformMorph,6,MultistateButtonMorph,1,PluggableButtonMorph,165,MorphTreeNodeMorph,6,WorldMorph,10270,ScrollBar,1,TextMorphForFieldView,573
WorldState>>drawWorld:submorphs:invalidAreasOn:>>temp>>rects,OrderedCollection,170
Morph>>minExtent>>temp>>extra,BoxedFloat64,70841,SmallInteger,30414
MouseEvent>>source,HandMorph,69840
Morph>>doLayoutIn:>>3>>arg>>layout,ProportionalLayout,229,TableLayout,36057,RowLayout,20169
Morph>>hasDropShadow:>>arg>>aBool,False,45
WorldState>>defer:>>arg>>aValuable,BlockClosure,20
Morph>>adjustLayoutBounds>>temp>>hFit,ByteSymbol,164434
Morph>>addAlarm:withArguments:after:>>arg>>aSelector,ByteSymbol,6
Morph>>removeAllMorphsIn:>>temp>>myWorld,UndefinedObject,3126,WorldMorph,2
HandMorph>>ActiveHand,HandMorph,3870
Morph>>adjustLayoutBounds>>temp>>myExtent,Point,144830
MouseWheelEvent>>type,ByteSymbol,4
PasteUpMorph>>modalUnlockFrom:>>2>>arg>>m,PluggableDialogWindow,1,QuestionDialogWindow,1
MorphicEvent>>wasHandled:>>arg>>aBool,True,1
Morph>>containsPoint:>>arg>>aPoint,Point,22284
UserInputEvent>>wasHandled:>>arg>>aBool,True,176,False,10
HandMorph>>newKeyboardFocus:>>temp>>oldFocus,IdentifierChooserMorph,1,PluggableToggleButtonMorph,3,TreeListMorph,2,RubEditingArea,2,PaginatedMorphTreeMorph,3,UndefinedObject,2,SystemWindow,1,DropListMorph,19,PluggableTextFieldMorph,6,PluggableListMorph,1,PluggableButtonMorph,59,TextMorphForFieldView,6,MorphTreeMorph,5,LazyMorphTreeMorph,2
Morph>>brickThemer>>2>>arg>>brick,GLMMorphBrick,24
PasteUpMorph>>drawGridOn:>>arg>>aCanvas,FormCanvas,57
Morph>>processEvent:using:>>arg>>defaultDispatcher,MorphicEventDispatcher,177926
HandMorph>>temporaryCursor,Form,4,UndefinedObject,11
Morph>>processEvent:using:>>arg>>anEvent,MouseWheelEvent,84,MouseButtonEvent,268,MouseMoveEvent,8869,WindowEvent,1,DropEvent,92,MouseEvent,168612
Morph>>justDroppedInto:event:>>temp>>aWindow,UndefinedObject,4
Morph>>cellPositioning:>>arg>>aSymbol,ByteSymbol,44234
Morph>>borderStyle:>>arg>>newStyle,SimpleBorder,20272,RaisedBorder,35,InsetBorder,42
HandMorph>>sendEvent:focus:clear:>>arg>>aBlock,BlockClosure,70522
PasteUpMorph>>handlerForMouseDown:>>arg>>anEvent,MouseButtonEvent,13
Morph>>cellInset>>temp>>props,TableLayoutProperties,13
WorldState>>runStepMethodsIn:>>arg>>aWorld,WorldMorph,67938
MorphExtension>>valueOfProperty:>>arg>>aSymbol,ByteSymbol,1261745
Morph>>valueOfProperty:ifAbsent:>>arg>>aBlock,BlockClosure,2786678,True,1,UndefinedObject,88
Morph>>reverseTableCells:>>arg>>aBool,True,14
MorphAnnouncement>>morph,DropListMorph,116,AlertDialogWindow,2,TextMorph,50,MorphTreePager,2,FreeTypeFontSelectorDialogWindow,20,EditableDropListMorph,10,TextMorphForFieldView,3054,ErrorDialogWindow,2,IconicButton,10,LazyMorphTreeNodeMorph,11987,TabBarMorph,1,HColorSelectorMorph,12,SeparatorMorph,10,ScrollBar,26,LazyMorphTreeMorph,5,HSVColorSelectorMorph,6,PluggableSliderMorph,13,PluggableDialogWindow,14,Morph,4507,JobProgressBarMorph,3,TransformMorph,3061,TransformWithLayoutMorph,10,GroupboxMorph,24,SimpleBalloonMorph,1,PluggableIconListMorph,4,ToolDockingBarMorph,1,JobProgressMorph,59,DenyDialogWindow,2,TextMorphForEditView,7,ProceedDialogWindow,2,RubFindReplaceDialogWindow,16,IdentifierChooserMorph,12,PluggableMorphListMorph,4,GrowlMorph,3,QuestionWithoutCancelDialogWindow,2,ColorSelectorDialogWindow,58,StandardWindow,4,FuzzyLabelMorph,3,LazyMorphListMorph,8,ProgressBarMorph,3,QuestionDialogWindow,4,LazyListMorph,8,SystemProgressMorph,3,WindowEdgeGripMorph,140,ExpanderTitleMorph,52,DockingBarToggleMenuItemMorph,1,CheckboxMorph,7092,PluggableTextMorph,9,PaginatedMorphTreeMorph,10,PluggableListMorph,10,CheckboxButtonMorph,2026,FileDialogWindow,37,IndentingListItemMorph,414,MorphTreeResizerMorph,6,MultistateButtonMorph,178,PluggableTextFieldMorph,3045,IconicListItem,36,TabLabelMorph,2,MorphDropListMorph,32,ControlButtonMorph,24,MorphTreeChunkPager,1,MessageDialogWindow,2,TreeListMorph,10,StringMorph,25268,LabelMorph,7796,PanelMorph,290,MorphTreeTransformMorph,11,TabGroupMorph,2,TopLeftGripMorph,35,PluggableToggleButtonMorph,9,PluggableButtonMorph,247,AlphaImageMorph,322,ImageMorph,188,GeneralScrollBar,5,EmbeddedMenuMorph,10,ColorPresenterMorph,4,ToggleMenuItemMorph,336,MorphTreeNodeMorph,26212,GeneralScrollPane,10,RubEditingArea,3,SVColorSelectorMorph,8,TopRightGripMorph,35,PlainGroupboxMorph,24,TextEntryDialogWindow,12,BorderedMorph,140,ChooseDropListDialogWindow,6,ExpanderMorph,4,BottomLeftGripMorph,35,HSVAColorSelectorMorph,4,BottomRightGripMorph,35,SystemWindow,15,AlignmentMorph,230,EmbossedStringMorph,2,MorphTreeColumnButton,10,MorphTreeMorph,16,BracketMorph,36,TabManagerMorph,1,TabSelectorMorph,35,AColorSelectorMorph,15,ColorChooserMorph,2
WindowEvent>>action,SmallInteger,1
Morph>>shouldGetStepsFrom:>>arg>>aWorld,WorldMorph,994
Morph>>comeToFront>>temp>>outerMorph,PluggableDialogWindow,3,MorphTreeResizerMorph,6,QuestionDialogWindow,1,TextEntryDialogWindow,2
HandMorph>>newMouseFocus:event:>>arg>>aMorph,TextEntryDialogWindow,3,PluggableDialogWindow,5,TextMorphForFieldView,1,PluggableButtonMorph,2,QuestionDialogWindow,2
WindowEvent>>sentTo:>>arg>>anObject,WorldMorph,1,MorphicEventDispatcher,1
MorphExtension>>eventHandler,MorphicEventHandler,83484
DamageRecorder>>recordInvalidRect:>>2>>arg>>rect,Rectangle,54430
Morph>>handlesKeyDown:>>arg>>evt,KeyboardEvent,36
Morph>>color,Color,579964
Morph>>stepAt:>>arg>>millisecondClockValue,SmallInteger,956
HandMorph>>generateMouseEvent:>>temp>>stamp,SmallInteger,588
Morph>>expandFullBoundsForDropShadow:>>arg>>aRectangle,Rectangle,3104
BorderStyle>>baseColor:>>arg>>aColor,Color,2308
MouseMoveEvent>>position,Point,9981
WorldState>>triggerAlarmsBefore:>>arg>>nowTime,SmallInteger,67938
MorphicEvent>>setTimeStamp:>>arg>>stamp,SmallInteger,69841
Morph>>positionSubmorphs>>1>>arg>>aMorph,TabManagerMorph,1,TransformMorph,2,TopLeftGripMorph,29,DockingBarToggleMenuItemMorph,2,TabBarMorph,1,MorphTreeMorph,6,MorphTreeResizerMorph,7,PluggableToggleButtonMorph,3,WindowEdgeGripMorph,116,Morph,327,PluggableTextMorph,2,PlainGroupboxMorph,13,BottomLeftGripMorph,29,BottomRightGripMorph,29,AlignmentMorph,74,PanelMorph,74,PaginatedMorphTreeMorph,3,LabelMorph,64,ToolDockingBarMorph,2,MorphTreeTransformMorph,6,MultistateButtonMorph,76,PluggableButtonMorph,7,TopRightGripMorph,29,ScrollBar,6,LazyMorphTreeMorph,2
WorldState>>lastStepMessage,StepMessage,994,UndefinedObject,994
Morph>>nearestOwnerThat:>>arg>>conditionBlock,BlockClosure,72
MouseButtonEvent>>setType:position:which:buttons:hand:stamp:>>arg>>evtButtons,SmallInteger,32
MouseEvent>>sentTo:>>arg>>anObject,StandardWindow,11,TextMorphForFieldView,579,TransformMorph,571,BorderedMorph,3,TextEntryDialogWindow,783,MorphTreeMorph,34,Morph,143,MorphicEventDispatcher,102552,PlainGroupboxMorph,617,PluggableTextFieldMorph,572,AlignmentMorph,595,PanelMorph,1498,QuestionDialogWindow,436,PluggableDialogWindow,3698,LabelMorph,550,MorphTreeTransformMorph,12,MultistateButtonMorph,3,PluggableButtonMorph,175,MorphTreeNodeMorph,18,WorldMorph,10283,ScrollBar,3,StringMorph,15
Morph>>doAnnounce:>>arg>>anAnnouncement,MorphDeleted,4893,WindowMoved,49,MorphOpened,80357,WindowDeActivated,39,WindowLabelled,85,MorphLostFocus,110,MorphChangedWithArguments,1,MorphChanged,12210,MorphGotFocus,110,WindowScrolling,210,WindowClosed,30,WindowResizing,83,WindowActivated,64
MorphicEventDispatcher>>dispatchWindowEvent:with:>>arg>>anEvent,WindowEvent,1
HandMorph>>moveToEvent:>>arg>>anEvent,MouseButtonEvent,2
HandMorph>>removeListener:from:>>temp>>listeners,WeakArray,3,UndefinedObject,1
MorphicEventDispatcher>>dispatchMouseDown:with:>>temp>>handler,UndefinedObject,56,PluggableButtonMorph,2,PluggableDialogWindow,5,TextEntryDialogWindow,3,PluggableTextFieldMorph,1,TextMorphForFieldView,1,QuestionDialogWindow,2,WorldMorph,9
Morph>>outOfWorld:>>arg>>aWorld,WorldMorph,4293
Morph>>bottomLeft:>>arg>>aPoint,Point,82
Morph>>activate>>1>>arg>>m,TabBarMorph,1,TransformMorph,3070,MorphTreeMorph,6,PluggableToggleButtonMorph,3,PlainGroupboxMorph,16,TopRightGripMorph,31,DropListMorph,43,MorphDropListMorph,21,DockingBarToggleMenuItemMorph,2,LazyMorphListMorph,23,AlignmentMorph,558,BracketMorph,86,CheckboxButtonMorph,1018,MorphTreeNodeMorph,26112,MorphTreeResizerMorph,7,Morph,5500,AlphaImageMorph,139,LazyListMorph,8,MorphTreeChunkPager,1,PluggableMorphListMorph,21,FuzzyLabelMorph,18,MorphTreePager,1,LabelMorph,1863,ScrollBar,41,SVColorSelectorMorph,4,IconicListItem,18,PluggableSliderMorph,42,TopLeftGripMorph,31,ToolDockingBarMorph,2,PluggableTextMorph,9,TabGroupMorph,1,TabSelectorMorph,1,TabManagerMorph,1,LazyMorphTreeNodeMorph,23974,BottomLeftGripMorph,31,LazyMorphTreeMorph,2,PaginatedMorphTreeMorph,3,ColorPresenterMorph,19,PluggableButtonMorph,384,GroupboxMorph,12,EditableDropListMorph,3,HSVAColorSelectorMorph,2,PluggableIconListMorph,2,CheckboxMorph,1018,WindowEdgeGripMorph,124,PanelMorph,563,TextMorphForFieldView,3068,ImageMorph,391,IconicButton,5,MultistateButtonMorph,76,HColorSelectorMorph,4,BorderedMorph,248,IndentingListItemMorph,209,ControlButtonMorph,105,SeparatorMorph,43,ExpanderTitleMorph,36,BottomRightGripMorph,31,TreeListMorph,5,MorphTreeTransformMorph,11,TextMorphForEditView,9,PluggableTextFieldMorph,3025,PluggableListMorph,8,HSVColorSelectorMorph,3,AColorSelectorMorph,39,StringMorph,25140,EmbossedStringMorph,18,ExpanderMorph,36,MorphTreeColumnButton,12,ColorChooserMorph,18,TextMorph,281,TabLabelMorph,1
Morph>>handleMouseEnter:>>6>>arg>>handler,MorphicEventHandler,2
Morph>>printOn:>>arg>>aStream,LimitedWriteStream,12
MorphExtension>>valueOfProperty:ifAbsentPut:>>arg>>aBlock,BlockClosure,21103
Morph>>bounds,Rectangle,1183012
MouseEvent>>setType:>>arg>>aSymbol,ByteSymbol,334
HandMorph>>removeHaloAround:>>temp>>halo,UndefinedObject,2284
HandMorph>>generateMouseEvent:>>temp>>modifiers,SmallInteger,588
Morph>>drawMouseDownHighlightOn:>>arg>>aCanvas,FormCanvas,8800
HandMorph>>fullBounds>>temp>>bnds,Rectangle,631
Morph>>visible:>>arg>>aBoolean,False,18561
Morph>>enableDrag:>>arg>>aBoolean,True,10,False,2
Morph>>setBalloonText:>>arg>>stringOrText,ByteString,862,UndefinedObject,41832
Morph>>addAlarm:with:after:>>arg>>aSelector,ByteSymbol,6
HandMorph>>generateMouseEvent:>>temp>>position,Point,588
Morph>>processEvent:>>arg>>anEvent,MouseWheelEvent,4,MouseButtonEvent,24,MouseMoveEvent,493,WindowEvent,1,DropEvent,4,MouseEvent,66133
WorldState>>ActiveWorld,WorldMorph,135876
WorldState>>stopStepping:selector:>>4>>arg>>stepMsg,StepMessage,194
Morph>>tabKey:>>arg>>event,KeyboardEvent,7
WorldMorph>>invalidRect:from:>>arg>>aMorph,StandardWindow,5707,ChooseDropListDialogWindow,38,DenyDialogWindow,17,TextEntryDialogWindow,233,TaskbarMorph,187,GrowlMorph,95,GLMSystemWindow,44,SimpleBalloonMorph,2,MessageDialogWindow,17,IdentifierChooserMorph,254,SystemProgressMorph,57,QuestionDialogWindow,76,PluggableDialogWindow,2277,AlertDialogWindow,17,SystemWindow,907,ErrorDialogWindow,17,FreeTypeFontSelectorDialogWindow,99,ProceedDialogWindow,27,ColorSelectorDialogWindow,37,HandMorph,4,FileDialogWindow,141,QuestionWithoutCancelDialogWindow,19
MorphicEventDispatcher>>dispatchDefault:with:>>temp>>child,MorphTreeMorph,80,TransformMorph,587,PlainGroupboxMorph,822,SystemWindow,9677,TopRightGripMorph,1317,AlignmentMorph,1564,AlertDialogWindow,53,MorphTreeNodeMorph,11276,TextEntryDialogWindow,956,Morph,1301,MorphTreeResizerMorph,2,QuestionWithoutCancelDialogWindow,55,MessageDialogWindow,53,SystemProgressMorph,10684,LabelMorph,630,ScrollBar,74,TopLeftGripMorph,1317,ToolDockingBarMorph,4,PluggableTextMorph,4,ChooseDropListDialogWindow,53,SimpleBalloonMorph,70,ColorSelectorDialogWindow,53,BottomLeftGripMorph,1317,QuestionDialogWindow,228,ErrorDialogWindow,53,IdentifierChooserMorph,160,FreeTypeFontSelectorDialogWindow,53,StandardWindow,9387,FileDialogWindow,106,PluggableButtonMorph,344,NautilusWindow,9281,PluggableDialogWindow,9788,GLMSystemWindow,9281,WindowEdgeGripMorph,5268,PanelMorph,2305,TextMorphForFieldView,585,ImageMorph,9340,MultistateButtonMorph,20,BorderedMorph,2,DenyDialogWindow,53,BottomRightGripMorph,1317,MorphTreeTransformMorph,38,PluggableTextFieldMorph,593,StringMorph,12,TaskbarMorph,10684,ProceedDialogWindow,53,TextMorph,59
Morph>>embeddedInMorphicWindowLabeled:>>arg>>labelString,ByteString,2
WorldState>>displayWorld:submorphs:>>temp>>deferredUpdateMode,True,170
Morph>>defer:>>arg>>aValuable,BlockClosure,20
Morph>>startStepping:at:arguments:stepTime:>>temp>>w,WorldMorph,5,UndefinedObject,1
MouseEvent>>wasHandled,False,69840
MorphicEventDispatcher>>dispatchMouseDown:with:>>temp>>child,StandardWindow,3,TopLeftGripMorph,6,TextEntryDialogWindow,6,MorphTreeMorph,1,TaskbarMorph,13,GLMSystemWindow,3,ImageMorph,3,WindowEdgeGripMorph,24,Morph,28,PlainGroupboxMorph,2,SystemProgressMorph,13,NautilusWindow,3,BottomLeftGripMorph,6,BottomRightGripMorph,6,AlignmentMorph,12,PanelMorph,43,QuestionDialogWindow,3,PluggableDialogWindow,10,LabelMorph,17,PluggableTextFieldMorph,1,SystemWindow,3,PluggableButtonMorph,5,TopRightGripMorph,6,QuestionWithoutCancelDialogWindow,1,TextMorphForFieldView,1,TransformMorph,1
Morph>>layoutBounds:>>temp>>outer,Rectangle,52077
WorldState>>lastStepTime,SmallInteger,920
PasteUpMorph>>modalUnlockFrom:>>temp>>lockStates,IdentityDictionary,1
HandMorph>>fullDrawOn:>>temp>>subBnds,Rectangle,34
HandMorph>>removeHaloFromClick:on:>>arg>>anEvent,MouseButtonEvent,13
WorldState>>adjustWakeupTimes:>>temp>>deltaTime,SmallInteger,4
Morph>>valueOfProperty:>>arg>>aSymbol,ByteSymbol,1574278
Morph>>firstOwnerSuchThat:>>arg>>conditionBlock,BlockClosure,94241
Morph>>clearArea>>temp>>visBottom,SmallInteger,77,BoxedFloat64,77
Morph>>adhereToEdge:>>arg>>edgeSymbol,ByteSymbol,83
Morph>>ownerThatIsA:>>arg>>aClass,RubScrolledTextMorph class,8,SystemWindow class,94161
Morph>>extension,MorphExtension,183713
MouseButtonEvent>>setType:position:which:buttons:hand:stamp:>>arg>>button,SmallInteger,32
WorldMorph>>startStepping:at:selector:arguments:stepTime:>>arg>>args,UndefinedObject,26
DropEvent>>setPosition:contents:hand:>>arg>>aHand,HandMorph,4
Morph>>layoutProportionallyIn:>>arg>>newBounds,Rectangle,1384
MorphExtension>>borderStyle:>>arg>>anObject,DashedBorder,1,RaisedBorder,91,SimpleBorder,146804,Pharo3TabPanelBorder,7,InsetBorder,12524
Morph>>handleKeystrokeWithKeymappings:>>arg>>aKeystrokeEvent,KeyboardEvent,8
MouseWheelEvent>>timeStamp,SmallInteger,4
HandMorph>>invalidRect:from:>>arg>>damageRect,Rectangle,799
Morph>>doLayoutIn:>>arg>>layoutBounds,Rectangle,347428
WorldState>>startStepping:at:selector:arguments:stepTime:>>arg>>scheduledTime,SmallInteger,26
WorldState>>drawWorld:submorphs:invalidAreasOn:>>3>>temp>>rect,Rectangle,295
HandMorph>>mouseClickState,UndefinedObject,10,MouseClickState,10
MorphChangedWithArguments>>arguments:>>arg>>anObject,SmallInteger,1
Morph>>clearArea>>temp>>visRight,SmallInteger,77
MouseWheelEvent>>setType:position:direction:buttons:hand:stamp:>>arg>>evtPos,Point,4
Morph>>addMorph:inFrontOf:>>arg>>aMorph,DenyDialogWindow,1,ProceedDialogWindow,1,QuestionWithoutCancelDialogWindow,1,QuestionDialogWindow,2,ColorSelectorDialogWindow,1,MessageDialogWindow,1,FileDialogWindow,2,PluggableDialogWindow,11,ChooseDropListDialogWindow,1,GrowlMorph,2,SystemWindow,13,AlertDialogWindow,1,ErrorDialogWindow,1,TaskbarMorph,1,GLMSystemWindow,1,StandardWindow,7,TextEntryDialogWindow,7,FreeTypeFontSelectorDialogWindow,1
MouseMoveEvent>>source,HandMorph,943
HandMorph>>generateKeyboardEvent:>>temp>>type,ByteSymbol,95
Morph>>handleEvent:>>arg>>anEvent,MouseWheelEvent,16,KeyboardEvent,90,MouseButtonEvent,93,MouseMoveEvent,1346,WindowEvent,1,DropEvent,6,MouseEvent,20346
Morph>>changeTableLayout>>temp>>layout,UndefinedObject,1541
Morph>>arrangeToStartSteppingIn:>>arg>>aWorld,WorldMorph,10
Morph>>balloonText>>2>>arg>>text,ByteString,7
HandMorph>>generateMouseEvent:>>temp>>trail,Array,556
Morph>>addMorphInLayer:>>1>>arg>>each,TaskbarMorph,4
MouseOverHandler>>handleAsMouseOver:>>arg>>anEvent,MouseButtonEvent,30,MouseWheelEvent,4,MouseMoveEvent,558,MouseEvent,69248
MorphExtension>>otherProperties,SmallIdentityDictionary,7846,UndefinedObject,41
MorphicEventDispatcher>>handleMouseMove:>>arg>>anEvent,MouseMoveEvent,6659
Morph>>minExtent>>temp>>vFit,ByteSymbol,149483
Morph>>privateAddMorph:atIndex:>>temp>>oldOwner,EditorFindReplaceDialogWindow,2,StandardWindow,13,LazyMorphTreeMorph,1,QuestionWithoutCancelDialogWindow,2,ChooseDropListDialogWindow,2,DenyDialogWindow,2,TextEntryDialogWindow,4,MorphTreeMorph,5,Morph,52,MessageDialogWindow,2,UndefinedObject,193811,QuestionDialogWindow,4,PluggableDialogWindow,16,AlertDialogWindow,2,FreeTypeFontSelectorDialogWindow,2,SystemWindow,26,ErrorDialogWindow,2,ProceedDialogWindow,2,ColorSelectorDialogWindow,2,WorldMorph,10,FileDialogWindow,4,HandMorph,4
Morph>>bounds:>>arg>>newBounds,Rectangle,336478
MorphExtension>>setProperty:toValue:>>arg>>aSymbol,ByteSymbol,25887
HandMorph>>generateKeyboardEvent:>>6>>temp>>peekedEvent,Array,14,UndefinedObject,15
HandMorph>>triggerBalloonFor:after:>>arg>>aMorph,MultistateButtonMorph,1,PluggableButtonMorph,5
Morph>>adjustLayoutBounds>>temp>>extent,Point,52077
UserInputEvent>>transformedBy:>>arg>>aMorphicTransform,MorphicTransform,11956,IdentityTransform,103771
Morph>>setProperty:toValue:>>arg>>anObject,TextMorphForFieldView,1,LazyMorphTreeMorph,2,IdentityDictionary,2,Point,63,MorphTreeMorph,4,TextEntryDialogWindow,1,False,25,PluggableToggleButtonMorph,3,SimpleBalloonMorph,1,RubEditingArea,1,UndefinedObject,33,Array,83,PluggableDialogWindow,1,BoxedFloat64,90,True,25360,ByteSymbol,1,SmallInteger,87,PluggableButtonMorph,26,WorldMorph,4,Color,130,BlockClosure,2
Morph>>referencePosition:>>arg>>aPosition,Point,4
WorldState>>activeHand,UndefinedObject,67938,HandMorph,135876
HandMorph>>noticeMouseOver:event:>>arg>>aMorph,StandardWindow,6,StringMorph,5,TransformMorph,565,BorderedMorph,1,TextEntryDialogWindow,773,MorphTreeMorph,26,Morph,133,PlainGroupboxMorph,607,PluggableTextFieldMorph,566,AlignmentMorph,557,PanelMorph,1440,QuestionDialogWindow,63,PluggableDialogWindow,498,LabelMorph,512,MorphTreeTransformMorph,6,MultistateButtonMorph,1,PluggableButtonMorph,165,MorphTreeNodeMorph,6,WorldMorph,10270,ScrollBar,1,TextMorphForFieldView,573
MouseWheelEvent>>source,HandMorph,4
MouseWheelEvent>>position,Point,4
HandMorph>>grabMorph:>>arg>>aMorph,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
Morph>>showBalloon:hand:>>temp>>w,WorldMorph,1
MouseOverHandler>>inform:to:originatedFrom:ifNotFocusedDo:>>arg>>evt,MouseButtonEvent,77,MouseMoveEvent,202,MouseEvent,211
HandMorph>>fullDrawOn:>>temp>>disableCaching,False,38
MouseOverHandler>>noticeMouseOver:event:>>arg>>anEvent,MouseEvent,16774
Morph>>rowMorphForNode:inColumn:>>1>>temp>>icon,Form,254,UndefinedObject,1000
Morph>>drawDropHighlightOn:>>arg>>aCanvas,FormCanvas,9242
MorphicEventDispatcher>>dispatchMouseDown:with:>>temp>>index,SmallInteger,357
Morph>>containsPoint:event:>>arg>>aPoint,Point,14486
WorldState>>addAlarm:withArguments:for:at:>>arg>>aTarget,RubCursor,1,HandMorph,6
PasteUpMorph>>repelsMorph:event:>>arg>>ev,DropEvent,4
MouseButtonEvent>>setType:position:which:buttons:hand:stamp:>>arg>>evtType,ByteSymbol,32
Morph>>click:>>arg>>evt,MouseButtonEvent,6
MouseWheelEvent>>setType:position:direction:buttons:hand:stamp:>>arg>>evtType,ByteSymbol,4
HandMorph>>showDebugEvent:>>arg>>evt,MouseWheelEvent,4,KeyboardEvent,91,MouseButtonEvent,38,MouseMoveEvent,558,WindowEvent,1
WorldMorph>>removeAlarm:for:>>arg>>aTarget,RubCursor,4,HandMorph,143
