var name, type , #
Morph>>privateAddMorph:atIndex:>>arg>>aMorph,DropListMorph,5,AlertDialogWindow,1,TextMorph,279,MorphTreePager,1,FreeTypeFontSelectorDialogWindow,1,EditableDropListMorph,1,TextMorphForFieldView,3033,ErrorDialogWindow,1,IconicButton,2,TabBarMorph,1,HColorSelectorMorph,4,SeparatorMorph,10,ScrollBar,6165,LazyMorphTreeMorph,2,HSVColorSelectorMorph,3,PluggableSliderMorph,4,PluggableDialogWindow,14,Morph,18967,JobProgressBarMorph,2,TransformMorph,3053,TransformWithLayoutMorph,5,GroupboxMorph,13,SimpleBalloonMorph,1,PluggableIconListMorph,2,ToolDockingBarMorph,2,JobProgressMorph,1,DenyDialogWindow,1,TextMorphForEditView,4,ProceedDialogWindow,1,IdentifierChooserMorph,5,PluggableMorphListMorph,2,GrowlMorph,2,QuestionWithoutCancelDialogWindow,1,ColorSelectorDialogWindow,1,StandardWindow,4,FuzzyLabelMorph,1,LazyMorphListMorph,6,ProgressBarMorph,1,QuestionDialogWindow,5,LazyListMorph,12,SystemProgressMorph,1,WindowEdgeGripMorph,120,ExpanderTitleMorph,2,TabLabelItem,4,DockingBarToggleMenuItemMorph,1,CheckboxMorph,1011,PluggableTextMorph,5,PaginatedMorphTreeMorph,3,PluggableListMorph,5,CheckboxButtonMorph,1012,FileDialogWindow,2,MorphTreeResizerMorph,6,MultistateButtonMorph,192,PluggableTextFieldMorph,3016,IconicListItem,33,MorphDropListMorph,2,MorphTreeChunkPager,1,ControlButtonMorph,10,MessageDialogWindow,1,StringMorph,125,TreeListMorph,3,LabelMorph,3990,PanelMorph,364,MorphTreeTransformMorph,9,TabGroupMorph,1,TopLeftGripMorph,30,PluggableToggleButtonMorph,6,PluggableButtonMorph,513,AlphaImageMorph,277,ImageMorph,75988,LockableTabMorph,5,EmbeddedMenuMorph,5,ColorPresenterMorph,2,GeneralScrollBar,16,ToggleMenuItemMorph,171,GeneralScrollPane,5,SVColorSelectorMorph,4,TopRightGripMorph,30,PlainGroupboxMorph,12,TextEntryDialogWindow,7,BorderedMorph,74052,ChooseDropListDialogWindow,1,ExpanderMorph,2,BottomLeftGripMorph,30,HSVAColorSelectorMorph,2,BottomRightGripMorph,30,SystemWindow,13,AlignmentMorph,1120,TabMorph,22,EmbossedStringMorph,1,MorphTreeMorph,9,BracketMorph,70,TabManagerMorph,2,TabSelectorMorph,1,AColorSelectorMorph,5,ColorChooserMorph,1
WorldState>>stopStepping:selector:>>arg>>aMorph,SimpleBalloonMorph,1,TextEntryDialogWindow,1,PluggableDialogWindow,4,EditableDropListMorph,2,DropListMorph,10,TextMorphForFieldView,12,MorphDropListMorph,4,QuestionDialogWindow,1,GrowlMorph,4
Morph>>removeDependent:>>arg>>anObject,PluggableButtonMorph,150
Morph>>addMorphInFrontOfLayer:>>1>>temp>>layerHere,SmallInteger,296
Morph>>rowMorphForNode:inColumn:>>arg>>aNode,ClassListNodeExample,506,ClassTreeNodeExample,2,SimpleGridNodeExample,4000
WorldState>>displayWorld:submorphs:>>temp>>handsToDraw,Array,170
Morph>>referencePosition:>>temp>>newPos,Point,4
Morph>>height:>>arg>>aNumber,SmallInteger,18585,BoxedFloat64,22
WorldState>>drawWorld:submorphs:invalidAreasOn:>>temp>>n,SmallInteger,170
MorphChanged>>selector:>>arg>>anObject,Array,2,ByteSymbol,12215
MouseWheelEvent>>sentTo:>>arg>>anObject,LabelMorph,4,SystemWindow,4,AlignmentMorph,4,MorphicEventDispatcher,84,WorldMorph,4
PasteUpMorph>>ActiveHand,HandMorph,3870
HandMorph>>triggerBalloonFor:after:>>arg>>timeOut,SmallInteger,6
WorldMorph>>addAlarm:withArguments:for:at:>>arg>>aTarget,RubCursor,1,HandMorph,6
DropEvent>>setPosition:contents:hand:>>arg>>pos,Point,4
DropEvent>>source,HandMorph,4
UserInputEvent>>position,Point,106689
Morph>>topRendererOrSelf>>temp>>topsOwner,MorphTreeMorph,5,WorldMorph,88,LazyMorphTreeMorph,1
Morph>>showBalloon:hand:>>temp>>h,HandMorph,1
Morph>>addMorphInLayer:>>arg>>aMorph,TaskbarMorph,4
HandMorph>>sendFocusEvent:to:clear:>>arg>>anEvent,KeyboardEvent,91,MouseButtonEvent,12,MouseMoveEvent,61,MouseEvent,3707
HandMorph>>mouseTrailFrom:>>arg>>currentBuf,Array,556
HandMorph>>sendFocusEvent:to:clear:>>temp>>result,UndefinedObject,12,TextEntryDialogWindow,17,PluggableDialogWindow,3331,PluggableButtonMorph,59,TextMorphForFieldView,66,IdentifierChooserMorph,2,QuestionDialogWindow,383
BorderedMorph>>borderColor,ByteSymbol,27916,Color,204396
DamageRecorder>>totalRepaint,False,216
Morph>>handleMouseOver:>>arg>>anEvent,MouseEvent,20337
Morph>>align:with:>>arg>>aPoint2,Point,168
HandMorph>>deleteBalloonTarget:>>arg>>aMorph,StandardWindow,2,StringMorph,5,TextMorphForFieldView,4,BorderedMorph,1,TextEntryDialogWindow,6,MorphTreeMorph,4,Morph,5,PlainGroupboxMorph,5,PluggableTextFieldMorph,3,AlignmentMorph,19,PanelMorph,29,QuestionDialogWindow,4,PluggableDialogWindow,10,LabelMorph,19,MorphTreeTransformMorph,3,MultistateButtonMorph,1,PluggableButtonMorph,7,MorphTreeNodeMorph,6,WorldMorph,6,ScrollBar,1,TransformMorph,3
HandMorph>>savePatchFrom:>>temp>>damageRect,Rectangle,72
MorphicEventDispatcher>>dispatchDefault:with:>>temp>>index,SmallInteger,135816
WorldMorph>>acceptDroppingMorph:event:>>temp>>aMorph,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
Morph>>wrapCentering:>>arg>>aSymbol,ByteSymbol,4277
BorderedMorph>>borderStyle:>>arg>>aBorderStyle,DashedBorder,1,RaisedBorder,15,SimpleBorder,58818,Pharo3TabPanelBorder,7,InsetBorder,3293
MorphAnnouncement>>morph:>>arg>>anObject,DropListMorph,116,AlertDialogWindow,2,TextMorph,50,MorphTreePager,2,FreeTypeFontSelectorDialogWindow,20,EditableDropListMorph,10,TextMorphForFieldView,3054,ErrorDialogWindow,2,IconicButton,10,LazyMorphTreeNodeMorph,11987,TabBarMorph,1,HColorSelectorMorph,12,SeparatorMorph,10,ScrollBar,26,LazyMorphTreeMorph,5,HSVColorSelectorMorph,6,PluggableSliderMorph,13,PluggableDialogWindow,14,Morph,4507,JobProgressBarMorph,3,TransformMorph,3061,TransformWithLayoutMorph,10,GroupboxMorph,24,SimpleBalloonMorph,1,PluggableIconListMorph,4,ToolDockingBarMorph,1,JobProgressMorph,59,DenyDialogWindow,2,TextMorphForEditView,7,ProceedDialogWindow,2,RubFindReplaceDialogWindow,16,IdentifierChooserMorph,12,PluggableMorphListMorph,4,GrowlMorph,3,QuestionWithoutCancelDialogWindow,2,ColorSelectorDialogWindow,58,StandardWindow,4,FuzzyLabelMorph,3,LazyMorphListMorph,8,ProgressBarMorph,3,QuestionDialogWindow,4,LazyListMorph,8,SystemProgressMorph,3,WindowEdgeGripMorph,140,ExpanderTitleMorph,52,DockingBarToggleMenuItemMorph,1,CheckboxMorph,7092,PluggableTextMorph,9,PaginatedMorphTreeMorph,10,PluggableListMorph,10,CheckboxButtonMorph,2026,FileDialogWindow,37,IndentingListItemMorph,414,MorphTreeResizerMorph,6,MultistateButtonMorph,178,PluggableTextFieldMorph,3045,IconicListItem,36,TabLabelMorph,2,MorphDropListMorph,32,ControlButtonMorph,24,MorphTreeChunkPager,1,MessageDialogWindow,2,TreeListMorph,10,StringMorph,25268,LabelMorph,7796,PanelMorph,290,MorphTreeTransformMorph,11,TabGroupMorph,2,TopLeftGripMorph,35,PluggableToggleButtonMorph,9,PluggableButtonMorph,247,AlphaImageMorph,322,ImageMorph,188,GeneralScrollBar,5,EmbeddedMenuMorph,10,ColorPresenterMorph,4,ToggleMenuItemMorph,336,MorphTreeNodeMorph,26212,GeneralScrollPane,10,RubEditingArea,3,SVColorSelectorMorph,8,TopRightGripMorph,35,PlainGroupboxMorph,24,TextEntryDialogWindow,12,BorderedMorph,140,ChooseDropListDialogWindow,6,ExpanderMorph,4,BottomLeftGripMorph,35,HSVAColorSelectorMorph,4,BottomRightGripMorph,35,SystemWindow,15,AlignmentMorph,230,EmbossedStringMorph,2,MorphTreeColumnButton,10,MorphTreeMorph,16,BracketMorph,36,TabManagerMorph,1,TabSelectorMorph,35,AColorSelectorMorph,15,ColorChooserMorph,2
Morph>>doLayoutIn:>>temp>>box,Rectangle,164219
Morph>>addMorphInFrontOfLayer:>>temp>>targetLayer,SmallInteger,123
WorldState>>displayWorldSafely:>>arg>>aWorld,WorldMorph,67939
Morph>>addAllMorphs:after:>>arg>>aCollection,OrderedCollection,20
WorldState>>drawWorld:submorphs:invalidAreasOn:>>temp>>validList,OrderedCollection,170
PasteUpMorph>>handlesMouseDown:>>arg>>evt,MouseButtonEvent,9
MouseMoveEvent>>setType:startPoint:endPoint:trail:buttons:hand:stamp:>>arg>>evtButtons,SmallInteger,943
HandMorph>>updateCacheCanvas:>>temp>>rectList,OrderedCollection,34
HandMorph>>handleEvent:>>temp>>evt,MouseWheelEvent,4,KeyboardEvent,91,MouseButtonEvent,38,MouseMoveEvent,558,WindowEvent,1,MouseEvent,69840
WorldState>>drawWorld:submorphs:invalidAreasOn:>>temp>>morphs,OrderedCollection,170
DamageRecorder>>recordInvalidRect:>>arg>>newRect,Rectangle,10287
Morph>>valueOfProperty:ifAbsentPut:>>arg>>aSymbol,ByteSymbol,21103
HandMorph>>position:>>temp>>delta,Point,554
Morph>>submorphsDo:>>arg>>aBlock,BlockClosure,390843
Morph>>containsPoint:event:>>3>>arg>>m,MorphTreeNodeMorph,11235
MorphExtension>>clipSubmorphs,True,30169
HandMorph>>mouseFocus,UndefinedObject,21,TextEntryDialogWindow,4,PluggableDialogWindow,6,PluggableButtonMorph,2,TextMorphForFieldView,1,QuestionDialogWindow,3
Morph>>bounds:from:>>arg>>referenceMorph,TreeListMorph,3752,PluggableListMorph,121
BorderedMorph>>removeCornerGrips>>1>>arg>>each,TopLeftGripMorph,4,PluggableTextMorph,1,MorphTreeMorph,2,WindowEdgeGripMorph,16,TopRightGripMorph,4,BottomRightGripMorph,4,BottomLeftGripMorph,4,LazyMorphTreeMorph,1,ToolDockingBarMorph,1
MouseMoveEvent>>transformBy:>>arg>>aMorphicTransform,MorphicTransform,3344,IdentityTransform,5694
Morph>>handlesMouseDown:>>arg>>evt,MouseButtonEvent,52
WorldMorph>>startStepping:at:selector:arguments:stepTime:>>arg>>aMorph,SimpleBalloonMorph,1,TextMorphForFieldView,5,EditableDropListMorph,2,MorphDropListMorph,4,DropListMorph,10,GrowlMorph,4
HandMorph>>generateKeyboardEvent:>>arg>>evtBuf,Array,95
Morph>>startStepping:at:arguments:stepTime:>>arg>>stepTime,SmallInteger,6
UserInputEvent>>copyHandlerState:>>arg>>anEvent,MouseButtonEvent,22,MouseMoveEvent,140
Morph>>handleMouseDown:>>arg>>anEvent,MouseButtonEvent,26
Morph>>allMorphs>>temp>>all,WriteStream,37
HandMorph>>removeListener:from:>>arg>>anObject,StandardWindow,1
Morph>>addAlarm:with:after:>>arg>>arg1,MultistateButtonMorph,1,PluggableButtonMorph,5
MorphExtension>>locked,True,2667,False,184611
KeyboardEvent>>setType:buttons:position:keyValue:charCode:hand:stamp:>>arg>>stamp,SmallInteger,91
MorphicEventDispatcher>>dispatchDefault:with:>>arg>>anEvent,MouseButtonEvent,6,MouseWheelEvent,84,MouseMoveEvent,6659,MouseEvent,102552
MouseEvent>>setType:position:buttons:hand:>>arg>>evtPos,Point,69840
DropEvent>>setPosition:contents:hand:>>arg>>aMorph,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
Morph>>stopSteppingSelector:>>temp>>w,WorldMorph,13,UndefinedObject,3
MorphExtension>>visible,True,183713,False,18561
Morph>>primaryHand>>temp>>outer,WorldMorph,2284
Morph>>width:>>arg>>aNumber,SmallInteger,18742,BoxedFloat64,9289
Morph>>invalidRect:from:>>arg>>aRectangle,Rectangle,2944220
BorderedMorph>>borderStyle>>temp>>style,DashedBorder,26,RaisedBorder,281,BorderStyle,74203,SimpleBorder,159806,Pharo3TabPanelBorder,30,InsetBorder,23453
Morph>>wantsDroppedMorph:event:>>arg>>evt,DropEvent,1
MouseButtonEvent>>type,ByteSymbol,32
HandMorph>>generateWindowEvent:>>temp>>evt,WindowEvent,1
HandMorph>>sendListenEvent:to:>>arg>>listenerGroup,WeakArray,2,UndefinedObject,1381
Morph>>disableTableLayout:>>arg>>aBool,True,4
HandMorph>>removePendingBalloonFor:>>arg>>aMorph,StandardWindow,2,StringMorph,5,TextMorphForFieldView,4,BorderedMorph,1,TextEntryDialogWindow,6,MorphTreeMorph,4,Morph,5,PlainGroupboxMorph,5,PluggableTextFieldMorph,3,AlignmentMorph,19,PanelMorph,29,QuestionDialogWindow,4,PluggableDialogWindow,10,LabelMorph,19,MorphTreeTransformMorph,3,MultistateButtonMorph,1,PluggableButtonMorph,7,MorphTreeNodeMorph,6,WorldMorph,6,ScrollBar,1,TransformMorph,3
HandMorph>>updateCacheCanvas:>>arg>>aCanvas,FormCanvas,34
Morph>>focusChanged>>temp>>fm,BorderedMorph,204
WorldMorph>>removeAlarm:for:>>arg>>aSelector,ByteSymbol,147
Morph>>handlerForMouseDown:>>arg>>anEvent,MouseButtonEvent,75
HandMorph>>savedPatch,Form,8,UndefinedObject,4
MouseButtonEvent>>whichButton,SmallInteger,32
HandMorph>>generateMouseEvent:>>temp>>buttons,SmallInteger,1176
Morph>>submorphAfter>>temp>>ii,SmallInteger,2001
Morph>>handleMouseLeave:>>3>>arg>>handler,MorphicEventHandler,2
HandMorph>>sendFocusEvent:to:clear:>>arg>>aBlock,BlockClosure,3871
Morph>>privateAddAllMorphs:atIndex:>>arg>>index,SmallInteger,25972
Morph>>assureTableProperties>>temp>>props,TableLayoutProperties,312704,UndefinedObject,65197,LayoutProperties,4836
Morph>>cellInset:>>arg>>aNumber,SmallInteger,2695,Point,42200
WorldMorph>>startStepping:at:selector:arguments:stepTime:>>arg>>scheduledTime,SmallInteger,26
HandMorph>>grabMorph:from:>>arg>>formerOwner,WorldMorph,4
MouseOverHandler>>transform:from:andSendTo:>>arg>>originalEvent,MouseButtonEvent,55,MouseMoveEvent,198,MouseEvent,9
HandMorph>>newKeyboardFocus:>>arg>>aMorphOrNil,IdentifierChooserMorph,1,PluggableToggleButtonMorph,3,TreeListMorph,2,PaginatedMorphTreeMorph,3,UndefinedObject,2,RubEditingArea,1,SystemWindow,1,DropListMorph,19,PluggableTextFieldMorph,6,PluggableListMorph,1,PluggableButtonMorph,68,TextMorphForFieldView,11,MorphTreeMorph,5,LazyMorphTreeMorph,3
Morph>>adjustLayoutBounds>>temp>>vFit,ByteSymbol,164434
HandMorph>>sendFocusEvent:to:clear:>>arg>>focusHolder,TextEntryDialogWindow,19,PluggableDialogWindow,3332,TextMorphForFieldView,67,PluggableButtonMorph,66,IdentifierChooserMorph,3,QuestionDialogWindow,384
Morph>>removeMorph:>>temp>>aWorld,WorldMorph,50,UndefinedObject,8369
Morph>>findDeeplyA:>>arg>>aClass,GeneralScrollPane class,3
WorldState>>forceDamageToScreen:>>arg>>allDamage,OrderedCollection,170
WorldState>>displayWorld:submorphs:>>temp>>allDamage,OrderedCollection,170
WorldState>>drawWorld:submorphs:invalidAreasOn:>>3>>temp>>remnants,OrderedCollection,189
PasteUpMorph>>startStepping:>>arg>>aMorph,GrowlMorph,4,EditableDropListMorph,2,DropListMorph,10,MorphDropListMorph,4,SimpleBalloonMorph,1
HandMorph>>dropMorph:event:>>temp>>dropped,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
Morph>>adjustedCenter:>>arg>>c,Point,1
MorphicEventDispatcher>>dispatchDefault:with:>>temp>>morphs,Array,17805
WorldState>>is:overlappingDamagedAreaIn:>>temp>>handBounds,Rectangle,1
Morph>>outerBounds>>temp>>box,Rectangle,1786145
Morph>>themeChanged>>1>>arg>>m,StringMorph,6,ToggleMenuItemMorph,3,TransformMorph,1,TopLeftGripMorph,4,DockingBarToggleMenuItemMorph,1,BorderedMorph,20,MorphTreeMorph,2,MorphTreeResizerMorph,3,ImageMorph,16,WindowEdgeGripMorph,16,Morph,34,PluggableTextMorph,1,MorphTreeColumnButton,6,TextMorphForEditView,1,LazyMorphTreeNodeMorph,11987,BottomLeftGripMorph,4,BottomRightGripMorph,4,AlignmentMorph,9,PanelMorph,2,AlphaImageMorph,3,LabelMorph,6,ToolDockingBarMorph,1,MorphTreeTransformMorph,3,MultistateButtonMorph,16,PluggableButtonMorph,5,TopRightGripMorph,4,MorphTreeNodeMorph,2,TextMorph,2,ScrollBar,5,LazyMorphTreeMorph,1
Morph>>minWidth:>>arg>>aNumber,BoxedFloat64,77,UndefinedObject,83,SmallInteger,36
Morph>>attachKeymapCategory:targetting:>>arg>>anObject,TextMorphForEditView,4,TextMorphForFieldView,3028
BorderedMorph>>borderWidth,SmallInteger,261235
Morph>>addMorph:after:>>arg>>newMorph,PluggableDialogWindow,4
Morph>>transformedBy:>>arg>>aTransform,IdentityTransform,4
Morph>>layoutBounds:>>arg>>aRectangle,Rectangle,52077
Morph>>handleMouseLeave:>>arg>>anEvent,MouseButtonEvent,30,MouseMoveEvent,92,MouseEvent,8
MouseButtonEvent>>setType:position:which:buttons:hand:stamp:>>arg>>evtPos,Point,32
Morph>>removeAllMorphsIn:>>arg>>aCollection,OrderedCollection,38,IdentitySet,3090
MorphExtension>>layoutFrame,LayoutFrame,753
HandMorph>>balloonHelp:>>arg>>aBalloonMorph,UndefinedObject,143,SimpleBalloonMorph,1
PasteUpMorph>>becomeActiveDuring:>>temp>>priorWorld,WorldMorph,3870
Morph>>changed:with:>>arg>>anAspect,ByteSymbol,1
Morph>>addMorph:after:>>arg>>aMorph,TextEntryDialogWindow,4
HandMorph>>needsToBeDrawn>>temp>>cursor,CursorWithMask,67910
HandMorph>>generateMouseEvent:>>temp>>evtChanged,True,955,False,603
HandMorph>>sendListenEvent:to:>>2>>arg>>listener,StandardWindow,2
Morph>>hasOwner:>>arg>>aMorph,StandardWindow,5,ChooseDropListDialogWindow,1,DenyDialogWindow,1,TextEntryDialogWindow,20,GLMSystemWindow,1,MessageDialogWindow,1,UndefinedObject,238,QuestionDialogWindow,5,PluggableDialogWindow,40,AlertDialogWindow,1,SystemWindow,13,ErrorDialogWindow,1,FreeTypeFontSelectorDialogWindow,1,PluggableButtonMorph,140,ProceedDialogWindow,1,QuestionWithoutCancelDialogWindow,1,ColorSelectorDialogWindow,1,FileDialogWindow,1,TextMorphForFieldView,56
Morph>>outOfWorld:>>2>>arg>>m,TransformMorph,30,MorphTreeMorph,1,PlainGroupboxMorph,12,TopRightGripMorph,6,DropListMorph,5,MorphDropListMorph,2,LazyMorphListMorph,4,AlignmentMorph,244,BracketMorph,18,CheckboxButtonMorph,6,MorphTreeNodeMorph,568,AlphaImageMorph,244,Morph,189,LazyListMorph,4,PluggableMorphListMorph,2,FuzzyLabelMorph,1,LabelMorph,288,ScrollBar,9,SVColorSelectorMorph,4,EmbeddedMenuMorph,5,IconicListItem,18,MorphTreePager,1,PluggableSliderMorph,4,TopLeftGripMorph,6,TabGroupMorph,1,PluggableTextMorph,3,TabSelectorMorph,1,TransformWithLayoutMorph,5,TabLabelItem,23,BottomLeftGripMorph,6,PaginatedMorphTreeMorph,1,ColorPresenterMorph,2,PluggableButtonMorph,56,GroupboxMorph,12,EditableDropListMorph,1,HSVAColorSelectorMorph,2,GeneralScrollBar,3,JobProgressBarMorph,2,PluggableIconListMorph,2,WindowEdgeGripMorph,24,PanelMorph,293,TextMorphForFieldView,21,ImageMorph,254,HColorSelectorMorph,4,IndentingListItemMorph,207,IconicButton,5,BorderedMorph,93,ControlButtonMorph,12,CheckboxMorph,6,SeparatorMorph,5,ExpanderTitleMorph,2,BottomRightGripMorph,6,TreeListMorph,3,ProgressBarMorph,3,MorphTreeTransformMorph,2,TextMorphForEditView,3,PluggableTextFieldMorph,16,PluggableListMorph,4,HSVColorSelectorMorph,3,ToggleMenuItemMorph,168,StringMorph,611,GeneralScrollPane,5,AColorSelectorMorph,5,EmbossedStringMorph,1,ExpanderMorph,2,ColorChooserMorph,1,TextMorph,24,TabLabelMorph,1
Morph>>addAlarm:withArguments:at:>>arg>>scheduledTime,SmallInteger,6
Morph>>removedMorph:>>arg>>aMorph,TopRightGripMorph,4,GrowlMorph,1,AlignmentMorph,498,BracketMorph,52,AlertDialogWindow,1,TextEntryDialogWindow,6,Morph,12519,AlphaImageMorph,16,QuestionWithoutCancelDialogWindow,1,MessageDialogWindow,1,SystemProgressMorph,2,LabelMorph,2114,ScrollBar,6144,IconicListItem,15,TopLeftGripMorph,4,SimpleBalloonMorph,1,ChooseDropListDialogWindow,1,ColorSelectorDialogWindow,1,BottomLeftGripMorph,4,QuestionDialogWindow,4,ErrorDialogWindow,1,IdentifierChooserMorph,5,FreeTypeFontSelectorDialogWindow,1,FileDialogWindow,2,PluggableButtonMorph,150,GeneralScrollBar,13,PluggableDialogWindow,8,JobProgressBarMorph,1,SeparatorMorph,5,WindowEdgeGripMorph,16,IconicButton,24,ImageMorph,38381,MultistateButtonMorph,105,PanelMorph,6,BorderedMorph,37135,ControlButtonMorph,2,DenyDialogWindow,1,BottomRightGripMorph,4,JobProgressMorph,2,PluggableTextFieldMorph,10,TabMorph,19,StringMorph,14,ProceedDialogWindow,1,TabLabelMorph,8,TextMorph,1,LockableTabMorph,4
MorphicEventDispatcher>>dispatchEvent:with:>>arg>>anEvent,MouseWheelEvent,84,MouseButtonEvent,198,MouseMoveEvent,6659,WindowEvent,1,DropEvent,68,MouseEvent,102552
Morph>>position:>>temp>>delta,Point,447838
Morph>>handlesKeyStroke:>>arg>>evt,KeyboardEvent,46
Morph>>handlesKeyboard:>>arg>>evt,KeyboardEvent,25
Morph>>handleKeyUp:>>arg>>anEvent,KeyboardEvent,29
Morph>>enableDragNDrop:>>arg>>aBoolean,True,10
WorldState>>is:overlappingDamagedAreaIn:>>arg>>hand,HandMorph,1
Morph>>addAlarm:withArguments:at:>>arg>>aSelector,ByteSymbol,6
MouseEvent>>position,Point,69840
MouseOverHandler>>inform:to:originatedFrom:ifNotFocusedDo:>>arg>>anEvent,MouseButtonEvent,77,MouseMoveEvent,202,MouseEvent,211
PasteUpMorph>>becomeActiveDuring:>>temp>>priorHand,HandMorph,3870
MouseMoveEvent>>setType:startPoint:endPoint:trail:buttons:hand:stamp:>>arg>>evtEnd,Point,943
Morph>>bindKeyCombination:toAction:>>arg>>anAction,BlockClosure,24
Morph>>widthToDisplayInList:>>arg>>aList,LazyMorphListMorph,96
PasteUpMorph>>ActiveEvent,UndefinedObject,3870
MorphExtension>>removeProperty:>>arg>>aSymbol,ByteSymbol,20030
Morph>>privateAddMorph:atIndex:>>temp>>myWorld,UndefinedObject,193178,WorldMorph,792
MouseEvent>>setType:position:buttons:hand:>>arg>>evtButtons,SmallInteger,69840
Morph>>privateAddMorph:atIndex:>>temp>>oldIndex,SmallInteger,99
MouseOverHandler>>transform:from:andSendTo:>>arg>>aMorph,StandardWindow,5,TransformMorph,6,TextMorphForFieldView,6,BorderedMorph,2,TextEntryDialogWindow,6,MorphTreeMorph,8,Morph,10,PlainGroupboxMorph,10,PluggableTextFieldMorph,6,AlignmentMorph,38,PanelMorph,58,QuestionDialogWindow,4,PluggableDialogWindow,10,LabelMorph,38,MorphTreeTransformMorph,6,MultistateButtonMorph,2,PluggableButtonMorph,10,MorphTreeNodeMorph,12,WorldMorph,13,ScrollBar,2,StringMorph,10
WorldState>>runStepMethodsIn:>>temp>>nextInQueue,BlockClosure,20,UndefinedObject,67938
Morph>>mouseUp:>>arg>>evt,MouseButtonEvent,6
HandMorph>>dropMorph:event:>>arg>>anEvent,MouseButtonEvent,4
Morph>>transformFrom:>>arg>>uberMorph,StandardWindow,81,TextEntryDialogWindow,8577,MorphTreeMorph,2160,Morph,349,PluggableTextMorph,7,PlainGroupboxMorph,661,UndefinedObject,38,PluggableTextFieldMorph,3701,AlignmentMorph,1743,PanelMorph,2584,QuestionDialogWindow,114,PluggableDialogWindow,4139,SystemWindow,36,TreeListMorph,3332,PluggableButtonMorph,165,PluggableListMorph,242,MorphTreeNodeMorph,12,HandMorph,5248,WorldMorph,80708,ScrollBar,2,LazyMorphTreeMorph,12125
Morph>>wantsSteps>>temp>>c,ExpanderTitleMorph class,4,LazyMorphTreeNodeMorph class,23974,MorphTreeColumnButton class,20,BalloonMorph class,1,LazyMorphTreeMorph class,2,SimpleBalloonMorph class,1,TopRightGripMorph class,50,DropListMorph class,16,LabelMorph class,2776,PluggableTextFieldMorph class,6032,ControlButtonMorph class,24,PluggableMorphListMorph class,8,TextMorphForFieldView class,6044,PlainGroupboxMorph class,24,EmbeddedMenuMorph class,10,MenuMorph class,10,BottomRightGripMorph class,50,SeparatorMorph class,10,TextMorph class,6355,EdgeGripMorph class,200,ToggleMenuItemMorph class,338,TabManagerMorph class,2,BracketSliderMorph class,18,ProgressBarMorph class,3,PluggableListMorph class,17,WindowEdgeGripMorph class,200,IndentingListItemMorph class,414,SVColorSelectorMorph class,8,HColorSelectorMorph class,8,GeneralScrollPane class,10,HSVColorSelectorMorph class,6,LazyMorphListMorph class,8,HSVAColorSelectorMorph class,4,CornerGripMorph class,200,MorphicModel class,8153,SimpleButtonMorph class,30,EmbossedStringMorph class,2,BorderedMorph class,16882,MorphTreeResizerMorph class,12,MorphDropListMorph class,4,TabBarMorph class,2,AbstractResizerMorph class,412,ToolDockingBarMorph class,2,FuzzyLabelMorph class,2,JobProgressBarMorph class,3,LockableTabMorph class,5,StringMorph class,52898,MorphTreePager class,2,PluggableSliderMorph class,26,MorphTreeChunkPager class,2,TabGroupMorph class,2,ScrollPane class,6081,TabLabelMorph class,2,ExpanderMorph class,4,TabMorph class,27,ColorPresenterMorph class,6,DockingBarMorph class,2,PanelMorph class,520,PaginatedMorphTreeMorph class,6,Morph class,162121,TopLeftGripMorph class,50,TabLabelItem class,27,MorphTreeMorph class,18,EditableDropListMorph class,2,CheckboxMorph class,2012,ColorChooserMorph class,2,TextMorphForEditView class,6052,TreeListMorph class,6,AlphaImageMorph class,292,AColorSelectorMorph class,10,GroupboxMorph class,24,PluggableButtonMorph class,604,JobProgressMorph class,2,MorphTreeNavigationBar class,4,SystemProgressMorph class,2,PluggableTextMorph class,6040,BracketMorph class,40,BottomLeftGripMorph class,50,PluggableToggleButtonMorph class,6,DockingBarToggleMenuItemMorph class,2,Slider class,26,TransformWithLayoutMorph class,10,MorphTreeNodeMorph class,75262,PluggableIconListMorph class,4,TabSelectorMorph class,2,LazyListMorph class,17,MenuItemMorph class,338,AlignmentMorph class,1490,TransformMorph class,6073,IconicButton class,10,IconicListItem class,63,MultistateButtonMorph class,145,ImageMorph class,1199,IdentifierChooserMorph class,10,SimpleHierarchicalListMorph class,6
WorldState>>doOneCycleNowFor:>>1>>arg>>h,HandMorph,67938
Morph>>handleDropMorph:>>temp>>localPt,Point,4
Morph>>layoutPolicy:>>arg>>aLayoutPolicy,RowLayout,4595,TableLayout,40809,ProportionalLayout,97
Morph>>bounds:in:>>arg>>aRectangle,Rectangle,18038
WorldState>>drawWorld:submorphs:invalidAreasOn:>>arg>>aCanvas,FormCanvas,170
Morph>>disableTableLayout>>temp>>props,TableLayoutProperties,4155,UndefinedObject,82323,LayoutProperties,5151
Morph>>adjustLayoutBounds>>temp>>box,Rectangle,52077
MorphExtension>>actionMap,IdentityDictionary,21
WorldState>>adjustWakeupTimesIfNecessary>>temp>>now,SmallInteger,26
